航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
SC4696,山东航空,长水国际机场,流亭国际机场,KMG,TAO,13:40,取消,19:00,取消,取消,5h20m,KMG,TAO,昆明,青岛,2020-04-01
3U8107,四川航空,长水国际机场,流亭国际机场,KMG,TAO,15:00,取消,19:40,取消,取消,4h40m,KMG,TAO,昆明,青岛,2020-04-01
SC7035,山东航空,长水国际机场,流亭国际机场,KMG,TAO,15:00,取消,19:40,取消,取消,4h40m,KMG,TAO,昆明,青岛,2020-04-01
MU3919,东方航空,长水国际机场,流亭国际机场,KMG,TAO,15:00,取消,19:40,取消,取消,4h40m,KMG,TAO,昆明,青岛,2020-04-01
MU9890,东方航空,长水国际机场,流亭国际机场,KMG,TAO,20:45,20:56,01:15+1,01:15+1,到达,4h19m,KMG,TAO,昆明,青岛,2020-04-01
CZ9106,南方航空,首都国际机场,苏南硕放国际机场,PEK,WUX,10:30,取消,12:50,取消,取消,2h20m,BJS,WUX,北京,无锡,2020-04-01
MU2732,东方航空,首都国际机场,苏南硕放国际机场,PEK,WUX,10:30,取消,12:50,取消,取消,2h20m,BJS,WUX,北京,无锡,2020-04-01
CZ9105,南方航空,首都国际机场,苏南硕放国际机场,PEK,WUX,20:25,取消,22:50,取消,取消,2h25m,BJS,WUX,北京,无锡,2020-04-01
MU2950,东方航空,首都国际机场,苏南硕放国际机场,PEK,WUX,20:25,取消,22:50,取消,取消,2h25m,BJS,WUX,北京,无锡,2020-04-01
ZH9159,深圳航空,首都国际机场,苏南硕放国际机场,PEK,WUX,22:45,取消,01:00+1,取消,取消,2h15m,BJS,WUX,北京,无锡,2020-04-01
EU2788,成都航空,衢州机场,龙洞堡国际机场,JUZ,KWE,15:55,16:00,18:25,17:48,到达,1h48m,JUZ,KWE,衢州,贵阳,2020-04-01
3U2540,四川航空,衢州机场,龙洞堡国际机场,JUZ,KWE,15:55,16:00,18:25,17:48,到达,1h48m,JUZ,KWE,衢州,贵阳,2020-04-01
CZ6564,南方航空,腾鳌机场,白云国际机场,AOG,CAN,16:25,取消,20:20,取消,取消,3h55m,AOG,CAN,鞍山,广州,2020-04-01
FU6570,福州航空,临沂启阳机场,长乐国际机场,LYI,FOC,22:05,21:53,00:05+1,23:30,到达,1h37m,LYI,FOC,临沂,福州,2020-04-01
3U8859,四川航空,地窝堡国际机场,吴圩国际机场,URC,NNG,06:55,06:55,13:00,12:29,到达,5h34m,URC,NNG,乌鲁木齐,南宁,2020-04-01
CZ9639,南方航空,地窝堡国际机场,吴圩国际机场,URC,NNG,06:55,06:55,13:00,12:29,到达,5h34m,URC,NNG,乌鲁木齐,南宁,2020-04-01
CZ6798,南方航空,地窝堡国际机场,吴圩国际机场,URC,NNG,15:55,16:08,23:05,22:26,到达,6h18m,URC,NNG,乌鲁木齐,南宁,2020-04-01
JR1514,幸福航空,桃来机场,阿拉善左旗机场,EJN,AXF,13:50,13:44,15:30,15:10,到达,1h26m,EJN,AXF,额济纳旗,阿拉善左旗,2020-04-01
SC7019,山东航空,咸阳国际机场,遥墙国际机场,XIY,TNA,06:55,取消,08:45,取消,取消,1h50m,SIA,TNA,西安,济南,2020-04-01
G58707,华夏航空,咸阳国际机场,遥墙国际机场,XIY,TNA,06:55,取消,08:45,取消,取消,1h50m,SIA,TNA,西安,济南,2020-04-01
MU4013,东方航空,咸阳国际机场,遥墙国际机场,XIY,TNA,06:55,取消,08:45,取消,取消,1h50m,SIA,TNA,西安,济南,2020-04-01
ZH3835,深圳航空,咸阳国际机场,遥墙国际机场,XIY,TNA,06:55,取消,08:45,取消,取消,1h50m,SIA,TNA,西安,济南,2020-04-01
3U8689,四川航空,咸阳国际机场,遥墙国际机场,XIY,TNA,06:55,取消,08:45,取消,取消,1h50m,SIA,TNA,西安,济南,2020-04-01
DR5319,瑞丽航空,咸阳国际机场,遥墙国际机场,XIY,TNA,09:55,10:07,11:35,11:29,到达,1h22m,SIA,TNA,西安,济南,2020-04-01
CZ9246,南方航空,咸阳国际机场,遥墙国际机场,XIY,TNA,10:55,10:58,12:40,12:20,到达,1h22m,SIA,TNA,西安,济南,2020-04-01
MU2430,东方航空,咸阳国际机场,遥墙国际机场,XIY,TNA,10:55,10:58,12:40,12:20,到达,1h22m,SIA,TNA,西安,济南,2020-04-01
MF3030,厦门航空,咸阳国际机场,遥墙国际机场,XIY,TNA,10:55,10:58,12:40,12:20,到达,1h22m,SIA,TNA,西安,济南,2020-04-01
CZ6959,南方航空,咸阳国际机场,遥墙国际机场,XIY,TNA,14:20,14:19,16:00,15:37,到达,1h18m,SIA,TNA,西安,济南,2020-04-01
G58315,华夏航空,咸阳国际机场,遥墙国际机场,XIY,TNA,16:15,16:20,17:55,17:33,到达,1h13m,SIA,TNA,西安,济南,2020-04-01
TV6820,西藏航空,咸阳国际机场,遥墙国际机场,XIY,TNA,16:15,16:20,17:55,17:33,到达,1h13m,SIA,TNA,西安,济南,2020-04-01
SC4964,山东航空,咸阳国际机场,遥墙国际机场,XIY,TNA,16:15,16:20,17:55,17:33,到达,1h13m,SIA,TNA,西安,济南,2020-04-01
CA4964,中国国航,咸阳国际机场,遥墙国际机场,XIY,TNA,16:15,16:20,17:55,17:33,到达,1h13m,SIA,TNA,西安,济南,2020-04-01
3U4684,四川航空,咸阳国际机场,遥墙国际机场,XIY,TNA,16:15,16:20,17:55,17:33,到达,1h13m,SIA,TNA,西安,济南,2020-04-01
GS7641,天津航空,咸阳国际机场,遥墙国际机场,XIY,TNA,18:50,取消,20:30,取消,取消,1h40m,SIA,TNA,西安,济南,2020-04-01
CA4409,中国国航,双流国际机场,邦达机场,CTU,BPX,06:55,07:11,08:30,08:19,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
TV6467,西藏航空,双流国际机场,邦达机场,CTU,BPX,06:55,07:11,08:30,08:19,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
ZH4409,深圳航空,双流国际机场,邦达机场,CTU,BPX,06:55,07:11,08:30,08:19,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
TV6409,西藏航空,双流国际机场,邦达机场,CTU,BPX,07:15,07:27,08:55,08:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
ZH4407,深圳航空,双流国际机场,邦达机场,CTU,BPX,07:15,07:27,08:55,08:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
CA4407,中国国航,双流国际机场,邦达机场,CTU,BPX,07:15,07:27,08:55,08:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
ZH3908,深圳航空,双流国际机场,邦达机场,CTU,BPX,08:15,08:27,09:50,09:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
SC6060,山东航空,双流国际机场,邦达机场,CTU,BPX,08:15,08:27,09:50,09:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
TV9894,西藏航空,双流国际机场,邦达机场,CTU,BPX,08:15,08:27,09:50,09:35,到达,1h8m,CTU,BPX,成都,昌都,2020-04-01
CA1794,中国国航,呼伦贝尔东山国际机场,萧山国际机场,HLD,HGH,14:10,取消,20:20,取消,取消,6h10m,HLD,HGH,海拉尔,杭州,2020-04-01
ZH1794,深圳航空,呼伦贝尔东山国际机场,萧山国际机场,HLD,HGH,14:10,取消,20:20,取消,取消,6h10m,HLD,HGH,海拉尔,杭州,2020-04-01
JD5625,首都航空,三义机场,遥墙国际机场,LJG,TNA,13:55,取消,18:55,取消,取消,5h0m,LJG,TNA,丽江,济南,2020-04-01
SC4640,山东航空,三义机场,遥墙国际机场,LJG,TNA,14:00,13:59,18:30,17:57,到达,3h58m,LJG,TNA,丽江,济南,2020-04-01
CA4640,中国国航,三义机场,遥墙国际机场,LJG,TNA,14:00,13:59,18:30,17:57,到达,3h58m,LJG,TNA,丽江,济南,2020-04-01
CA4728,中国国航,两江国际机场,蓬莱国际机场,KWL,YNT,14:00,取消,18:45,取消,取消,4h45m,KWL,YNT,桂林,烟台,2020-04-01
SC4728,山东航空,两江国际机场,蓬莱国际机场,KWL,YNT,14:00,取消,18:45,取消,取消,4h45m,KWL,YNT,桂林,烟台,2020-04-01
G58335,华夏航空,两江国际机场,蓬莱国际机场,KWL,YNT,14:00,取消,18:45,取消,取消,4h45m,KWL,YNT,桂林,烟台,2020-04-01
9C6202,春秋航空,银川河东国际机场,正定国际机场,INC,SJW,10:25,取消,12:00,取消,取消,1h35m,INC,SJW,银川,石家庄,2020-04-01
G58174,华夏航空,银川河东国际机场,正定国际机场,INC,SJW,12:25,12:38,14:05,13:50,到达,1h12m,INC,SJW,银川,石家庄,2020-04-01
ZH4816,深圳航空,银川河东国际机场,正定国际机场,INC,SJW,12:25,12:38,14:05,13:50,到达,1h12m,INC,SJW,银川,石家庄,2020-04-01
SC8924,山东航空,银川河东国际机场,正定国际机场,INC,SJW,12:25,12:38,14:05,13:50,到达,1h12m,INC,SJW,银川,石家庄,2020-04-01
CA8924,中国国航,银川河东国际机场,正定国际机场,INC,SJW,12:25,12:38,14:05,13:50,到达,1h12m,INC,SJW,银川,石家庄,2020-04-01
MU3697,东方航空,大兴国际机场,胜利机场,PKX,DOY,18:05,取消,19:30,取消,取消,1h25m,BJS,DOY,北京,东营,2020-04-01
KN5769,中国联合航空,大兴国际机场,胜利机场,PKX,DOY,18:05,取消,19:30,取消,取消,1h25m,BJS,DOY,北京,东营,2020-04-01
FU6745,福州航空,梅县机场,宝安国际机场,MXZ,SZX,19:00,取消,20:10,取消,取消,1h10m,MXZ,SZX,梅州,深圳,2020-04-01
G58420,华夏航空,龙洞堡国际机场,晋江机场,KWE,JJN,07:05,07:12,09:05,08:53,到达,1h41m,KWE,JJN,贵阳,泉州,2020-04-01
CA8429,中国国航,龙洞堡国际机场,晋江机场,KWE,JJN,07:05,07:12,09:05,08:53,到达,1h41m,KWE,JJN,贵阳,泉州,2020-04-01
SC8429,山东航空,龙洞堡国际机场,晋江机场,KWE,JJN,07:05,07:12,09:05,08:53,到达,1h41m,KWE,JJN,贵阳,泉州,2020-04-01
NS8474,河北航空,龙洞堡国际机场,晋江机场,KWE,JJN,11:35,11:53,13:30,13:31,到达,1h38m,KWE,JJN,贵阳,泉州,2020-04-01
MF8474,厦门航空,龙洞堡国际机场,晋江机场,KWE,JJN,11:35,11:53,13:30,13:31,到达,1h38m,KWE,JJN,贵阳,泉州,2020-04-01
3U4112,四川航空,龙洞堡国际机场,晋江机场,KWE,JJN,11:35,11:53,13:30,13:31,到达,1h38m,KWE,JJN,贵阳,泉州,2020-04-01
GS6461,天津航空,龙洞堡国际机场,晋江机场,KWE,JJN,17:10,取消,19:10,取消,取消,2h0m,KWE,JJN,贵阳,泉州,2020-04-01
8L9755,祥鹏航空,龙洞堡国际机场,晋江机场,KWE,JJN,18:10,18:11,20:10,19:55,到达,1h44m,KWE,JJN,贵阳,泉州,2020-04-01
3U8104,四川航空,吕梁机场,双流国际机场,LLV,CTU,21:45,21:28,23:40,23:17,到达,1h49m,LLV,CTU,吕梁,成都,2020-04-01
G52697,华夏航空,龙洞堡国际机场,白莲机场,KWE,LZH,17:05,取消,18:05,取消,取消,1h0m,KWE,LZH,贵阳,柳州,2020-04-01
CZ5818,南方航空,高崎国际机场,南郊机场,XMN,MIG,06:50,取消,11:50,取消,取消,5h0m,XMN,MIG,厦门,绵阳,2020-04-01
MF8487,厦门航空,高崎国际机场,南郊机场,XMN,MIG,06:50,取消,11:50,取消,取消,5h0m,XMN,MIG,厦门,绵阳,2020-04-01
NS8487,河北航空,高崎国际机场,南郊机场,XMN,MIG,06:50,取消,11:50,取消,取消,5h0m,XMN,MIG,厦门,绵阳,2020-04-01
MU8528,东方航空,高崎国际机场,南郊机场,XMN,MIG,06:50,取消,11:50,取消,取消,5h0m,XMN,MIG,厦门,绵阳,2020-04-01
CZ3889,南方航空,潮汕机场,天河国际机场,SWA,WUH,12:30,取消,14:20,取消,取消,1h50m,SWA,WUH,揭阳,武汉,2020-04-01
JD5801,首都航空,美兰国际机场,潮汕机场,HAK,SWA,15:55,15:57,17:35,17:02,到达,1h5m,HAK,SWA,海口,揭阳,2020-04-01
CZ6394,南方航空,美兰国际机场,潮汕机场,HAK,SWA,18:25,18:22,19:55,19:26,到达,1h4m,HAK,SWA,海口,揭阳,2020-04-01
CZ3719,南方航空,金湾机场,黄花国际机场,ZUH,CSX,08:00,08:31,09:30,09:36,到达,1h5m,ZUH,CSX,珠海,长沙,2020-04-01
MU2966,东方航空,金湾机场,黄花国际机场,ZUH,CSX,21:10,取消,22:35,取消,取消,1h25m,ZUH,CSX,珠海,长沙,2020-04-01
G54889,华夏航空,包头东河机场,滨海国际机场,BAV,TSN,17:50,17:52,19:25,19:01,到达,1h9m,BAV,TSN,包头,天津,2020-04-01
3U2046,四川航空,包头东河机场,滨海国际机场,BAV,TSN,22:50,取消,00:25+1,取消,取消,1h35m,BAV,TSN,包头,天津,2020-04-01
G52842,华夏航空,包头东河机场,滨海国际机场,BAV,TSN,22:50,取消,00:25+1,取消,取消,1h35m,BAV,TSN,包头,天津,2020-04-01
PN6281,西部航空,新郑国际机场,晋江机场,CGO,JJN,09:45,09:54,12:15,11:49,到达,1h55m,CGO,JJN,郑州,泉州,2020-04-01
8L9535,祥鹏航空,新郑国际机场,晋江机场,CGO,JJN,16:55,16:48,19:25,18:41,到达,1h53m,CGO,JJN,郑州,泉州,2020-04-01
MF8214,厦门航空,新郑国际机场,晋江机场,CGO,JJN,17:00,17:16,19:15,19:05,到达,1h49m,CGO,JJN,郑州,泉州,2020-04-01
NS8214,河北航空,新郑国际机场,晋江机场,CGO,JJN,17:00,17:16,19:15,19:05,到达,1h49m,CGO,JJN,郑州,泉州,2020-04-01
MU2215,东方航空,咸阳国际机场,敦煌机场,XIY,DNH,12:30,12:21,15:05,14:53,到达,2h32m,SIA,DNH,西安,敦煌,2020-04-01
CA5794,中国国航,保山机场,黄花国际机场,BSD,CSX,15:10,15:11,17:15,17:05,到达,1h54m,BSD,CSX,保山,长沙,2020-04-01
KY3026,昆明航空,保山机场,黄花国际机场,BSD,CSX,15:10,15:11,17:15,17:05,到达,1h54m,BSD,CSX,保山,长沙,2020-04-01
ZH5426,深圳航空,保山机场,黄花国际机场,BSD,CSX,15:10,15:11,17:15,17:05,到达,1h54m,BSD,CSX,保山,长沙,2020-04-01
MU4691,东方航空,中川机场,金川机场,LHW,JIC,11:40,11:40,12:40,12:20,到达,0h40m,LHW,JIC,兰州,金昌,2020-04-01
HO1101,吉祥航空,中川机场,金川机场,LHW,JIC,11:40,11:40,12:40,12:20,到达,0h40m,LHW,JIC,兰州,金昌,2020-04-01
ZH5135,深圳航空,中川机场,金川机场,LHW,JIC,11:40,11:40,12:40,12:20,到达,0h40m,LHW,JIC,兰州,金昌,2020-04-01
GT1008,桂林航空,许家坪机场,新郑国际机场,ENH,CGO,20:05,19:53,21:30,21:04,到达,1h11m,ENH,CGO,恩施,郑州,2020-04-01
QW6023,青岛航空,太平国际机场,蓬莱国际机场,HRB,YNT,10:00,10:06,12:10,11:38,到达,1h32m,HRB,YNT,哈尔滨,烟台,2020-04-01
BK2870,奥凯航空,太平国际机场,蓬莱国际机场,HRB,YNT,13:00,12:52,15:00,14:28,到达,1h36m,HRB,YNT,哈尔滨,烟台,2020-04-01
MU2764,东方航空,太平国际机场,蓬莱国际机场,HRB,YNT,20:00,取消,22:05,取消,取消,2h5m,HRB,YNT,哈尔滨,烟台,2020-04-01
G52679,华夏航空,飞雄机场,美兰国际机场,BFJ,HAK,08:15,08:01,10:05,09:31,到达,1h30m,BFJ,HAK,毕节,海口,2020-04-01
CA1419,中国国航,首都国际机场,大理机场,PEK,DLU,06:25,取消,10:15,取消,取消,3h50m,BJS,DLU,北京,大理,2020-04-01
ZH1419,深圳航空,首都国际机场,大理机场,PEK,DLU,06:25,取消,10:15,取消,取消,3h50m,BJS,DLU,北京,大理,2020-04-01
HU7462,海南航空,锦州湾机场,萧山国际机场,JNZ,HGH,13:20,取消,15:40,取消,取消,2h20m,JNZ,HGH,锦州,杭州,2020-04-01
G54849,华夏航空,阿克苏机场,伊宁机场,AKU,YIN,17:00,16:49,18:20,17:35,到达,0h46m,AKU,YIN,阿克苏,伊宁,2020-04-01
GJ5041,长龙航空,阿克苏机场,伊宁机场,AKU,YIN,17:00,16:49,18:20,17:35,到达,0h46m,AKU,YIN,阿克苏,伊宁,2020-04-01
SC3735,山东航空,阿克苏机场,伊宁机场,AKU,YIN,17:00,16:49,18:20,17:35,到达,0h46m,AKU,YIN,阿克苏,伊宁,2020-04-01
CA5845,中国国航,阿克苏机场,伊宁机场,AKU,YIN,19:40,19:28,21:00,20:19,到达,0h51m,AKU,YIN,阿克苏,伊宁,2020-04-01
G54331,华夏航空,阿克苏机场,伊宁机场,AKU,YIN,19:40,19:28,21:00,20:19,到达,0h51m,AKU,YIN,阿克苏,伊宁,2020-04-01
SC3705,山东航空,阿克苏机场,伊宁机场,AKU,YIN,19:40,19:28,21:00,20:19,到达,0h51m,AKU,YIN,阿克苏,伊宁,2020-04-01
CA4032,中国国航,克拉玛依机场,双流国际机场,KRY,CTU,11:50,取消,15:30,取消,取消,3h40m,KRY,CTU,克拉玛依,成都,2020-04-01
G58263,华夏航空,克拉玛依机场,双流国际机场,KRY,CTU,11:50,取消,15:30,取消,取消,3h40m,KRY,CTU,克拉玛依,成都,2020-04-01
ZH4032,深圳航空,克拉玛依机场,双流国际机场,KRY,CTU,11:50,取消,15:30,取消,取消,3h40m,KRY,CTU,克拉玛依,成都,2020-04-01
G54398,华夏航空,龟兹机场,阿克苏机场,KCA,AKU,22:55,22:39,23:40,23:04,到达,0h25m,KCA,AKU,库车,阿克苏,2020-04-01
9H8372,长安航空,景德镇机场,咸阳国际机场,JDZ,XIY,21:10,20:52,23:30,22:44,到达,1h52m,JDZ,SIA,景德镇,西安,2020-04-01
CZ3400,南方航空,南郊机场,白云国际机场,MIG,CAN,07:30,取消,09:50,取消,取消,2h20m,MIG,CAN,绵阳,广州,2020-04-01
QW9851,青岛航空,流亭国际机场,江北国际机场,TAO,CKG,09:55,09:44,15:40,15:41,到达,5h57m,TAO,CKG,青岛,重庆,2020-04-01
CA4795,中国国航,流亭国际机场,江北国际机场,TAO,CKG,13:00,取消,16:00,取消,取消,3h0m,TAO,CKG,青岛,重庆,2020-04-01
SC4795,山东航空,流亭国际机场,江北国际机场,TAO,CKG,13:00,取消,16:00,取消,取消,3h0m,TAO,CKG,青岛,重庆,2020-04-01
3U4639,四川航空,流亭国际机场,江北国际机场,TAO,CKG,13:00,取消,16:00,取消,取消,3h0m,TAO,CKG,青岛,重庆,2020-04-01
ZH3027,深圳航空,流亭国际机场,江北国际机场,TAO,CKG,13:00,取消,16:00,取消,取消,3h0m,TAO,CKG,青岛,重庆,2020-04-01
TV6793,西藏航空,流亭国际机场,江北国际机场,TAO,CKG,13:00,取消,16:00,取消,取消,3h0m,TAO,CKG,青岛,重庆,2020-04-01
CA4838,中国国航,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
ZH3100,深圳航空,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
G58363,华夏航空,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
SC4838,山东航空,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
TV6798,西藏航空,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
3U4642,四川航空,流亭国际机场,江北国际机场,TAO,CKG,15:35,取消,18:40,取消,取消,3h5m,TAO,CKG,青岛,重庆,2020-04-01
G58331,华夏航空,流亭国际机场,江北国际机场,TAO,CKG,21:00,20:55,23:55,23:26,到达,2h31m,TAO,CKG,青岛,重庆,2020-04-01
