航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
MU4031,东方航空,双流国际机场,美兰国际机场,CTU,HAK,08:25,取消,10:40,取消,取消,2h15m,CTU,HAK,成都,海口,2020-04-04
EU7051,成都航空,双流国际机场,美兰国际机场,CTU,HAK,08:25,取消,10:40,取消,取消,2h15m,CTU,HAK,成都,海口,2020-04-04
GX7876,北部湾航空,双流国际机场,美兰国际机场,CTU,HAK,13:05,13:13,15:25,15:09,到达,1h56m,CTU,HAK,成都,海口,2020-04-04
8L9667,祥鹏航空,双流国际机场,美兰国际机场,CTU,HAK,14:45,取消,17:05,取消,取消,2h20m,CTU,HAK,成都,海口,2020-04-04
CA4315,中国国航,双流国际机场,美兰国际机场,CTU,HAK,19:45,取消,22:20,取消,取消,2h35m,CTU,HAK,成都,海口,2020-04-04
ZH4315,深圳航空,双流国际机场,美兰国际机场,CTU,HAK,19:45,取消,22:20,取消,取消,2h35m,CTU,HAK,成都,海口,2020-04-04
TV6357,西藏航空,双流国际机场,美兰国际机场,CTU,HAK,19:45,取消,22:20,取消,取消,2h35m,CTU,HAK,成都,海口,2020-04-04
HU7086,海南航空,双流国际机场,美兰国际机场,CTU,HAK,23:00,22:47,01:25+1,00:39+1,到达,1h52m,CTU,HAK,成都,海口,2020-04-04
AQ1047,九元航空,龙洞堡国际机场,滨海国际机场,KWE,TSN,16:15,取消,19:10,取消,取消,2h55m,KWE,TSN,贵阳,天津,2020-04-04
CA1418,中国国航,龙洞堡国际机场,滨海国际机场,KWE,TSN,18:55,取消,22:05,取消,取消,3h10m,KWE,TSN,贵阳,天津,2020-04-04
SC1418,山东航空,龙洞堡国际机场,滨海国际机场,KWE,TSN,18:55,取消,22:05,取消,取消,3h10m,KWE,TSN,贵阳,天津,2020-04-04
ZH1418,深圳航空,龙洞堡国际机场,滨海国际机场,KWE,TSN,18:55,取消,22:05,取消,取消,3h10m,KWE,TSN,贵阳,天津,2020-04-04
G58020,华夏航空,龙洞堡国际机场,滨海国际机场,KWE,TSN,18:55,取消,22:05,取消,取消,3h10m,KWE,TSN,贵阳,天津,2020-04-04
CZ8535,南方航空,新郑国际机场,嘎洒国际机场,CGO,JHG,12:50,13:09,18:00,17:37,到达,4h28m,CGO,JHG,郑州,西双版纳,2020-04-04
PN6397,西部航空,新郑国际机场,嘎洒国际机场,CGO,JHG,14:30,取消,19:55,取消,取消,5h25m,CGO,JHG,郑州,西双版纳,2020-04-04
3U5081,四川航空,奔牛机场,江北国际机场,CZX,CKG,07:00,06:56,09:30,08:56,到达,2h0m,CZX,CKG,常州,重庆,2020-04-04
MU2903,东方航空,奔牛机场,江北国际机场,CZX,CKG,07:00,06:56,09:30,08:56,到达,2h0m,CZX,CKG,常州,重庆,2020-04-04
MU2970,东方航空,奔牛机场,江北国际机场,CZX,CKG,19:10,取消,21:40,取消,取消,2h30m,CZX,CKG,常州,重庆,2020-04-04
G58676,华夏航空,奔牛机场,江北国际机场,CZX,CKG,22:35,取消,01:10+1,取消,取消,2h35m,CZX,CKG,常州,重庆,2020-04-04
CZ4966,南方航空,奔牛机场,江北国际机场,CZX,CKG,22:35,取消,01:10+1,取消,取消,2h35m,CZX,CKG,常州,重庆,2020-04-04
3U8594,四川航空,奔牛机场,江北国际机场,CZX,CKG,22:35,取消,01:10+1,取消,取消,2h35m,CZX,CKG,常州,重庆,2020-04-04
8L9579,祥鹏航空,新郑国际机场,美兰国际机场,CGO,HAK,07:55,取消,11:15,取消,取消,3h20m,CGO,HAK,郑州,海口,2020-04-04
CZ6355,南方航空,新郑国际机场,美兰国际机场,CGO,HAK,08:05,08:05,11:00,10:40,到达,2h35m,CGO,HAK,郑州,海口,2020-04-04
GS6502,天津航空,新郑国际机场,美兰国际机场,CGO,HAK,10:55,取消,14:00,取消,取消,3h5m,CGO,HAK,郑州,海口,2020-04-04
CZ6393,南方航空,新郑国际机场,美兰国际机场,CGO,HAK,12:35,12:35,17:25,17:18,到达,4h43m,CGO,HAK,郑州,海口,2020-04-04
HU7306,海南航空,新郑国际机场,美兰国际机场,CGO,HAK,15:35,15:24,18:40,17:59,到达,2h35m,CGO,HAK,郑州,海口,2020-04-04
Y87584,金鹏航空,新郑国际机场,美兰国际机场,CGO,HAK,16:25,取消,19:30,取消,取消,3h5m,CGO,HAK,郑州,海口,2020-04-04
CZ6596,南方航空,新郑国际机场,美兰国际机场,CGO,HAK,17:55,17:48,21:00,20:21,到达,2h33m,CGO,HAK,郑州,海口,2020-04-04
PN6315,西部航空,新郑国际机场,美兰国际机场,CGO,HAK,19:15,取消,22:10,取消,取消,2h55m,CGO,HAK,郑州,海口,2020-04-04
MU3104,东方航空,屯溪机场,白云国际机场,TXN,CAN,22:05,取消,00:05+1,取消,取消,2h0m,TXN,CAN,黄山,广州,2020-04-04
CZ3628,南方航空,屯溪机场,白云国际机场,TXN,CAN,22:05,取消,00:05+1,取消,取消,2h0m,TXN,CAN,黄山,广州,2020-04-04
CA4851,中国国航,蓬莱国际机场,首都国际机场,YNT,PEK,07:20,取消,08:50,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
SC4851,山东航空,蓬莱国际机场,首都国际机场,YNT,PEK,07:20,取消,08:50,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
MU5184,东方航空,蓬莱国际机场,首都国际机场,YNT,PEK,07:45,取消,09:15,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
SC1546,山东航空,蓬莱国际机场,首都国际机场,YNT,PEK,11:20,11:22,12:50,12:19,到达,0h57m,YNT,BJS,烟台,北京,2020-04-04
CA1546,中国国航,蓬莱国际机场,首都国际机场,YNT,PEK,11:20,11:22,12:50,12:19,到达,0h57m,YNT,BJS,烟台,北京,2020-04-04
ZH1546,深圳航空,蓬莱国际机场,首都国际机场,YNT,PEK,11:20,11:22,12:50,12:19,到达,0h57m,YNT,BJS,烟台,北京,2020-04-04
NZ3842,新西兰航空,蓬莱国际机场,首都国际机场,YNT,PEK,11:20,11:22,12:50,12:19,到达,0h57m,YNT,BJS,烟台,北京,2020-04-04
CA4853,中国国航,蓬莱国际机场,首都国际机场,YNT,PEK,12:35,12:29,14:05,13:33,到达,1h4m,YNT,BJS,烟台,北京,2020-04-04
SC4853,山东航空,蓬莱国际机场,首都国际机场,YNT,PEK,12:35,12:29,14:05,13:33,到达,1h4m,YNT,BJS,烟台,北京,2020-04-04
KN5716,中国联合航空,蓬莱国际机场,大兴国际机场,YNT,PKX,15:25,取消,16:50,取消,取消,1h25m,YNT,BJS,烟台,北京,2020-04-04
SC4855,山东航空,蓬莱国际机场,首都国际机场,YNT,PEK,19:35,取消,21:05,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
CA4855,中国国航,蓬莱国际机场,首都国际机场,YNT,PEK,19:35,取消,21:05,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
KN5970,中国联合航空,蓬莱国际机场,大兴国际机场,YNT,PKX,20:20,取消,21:55,取消,取消,1h35m,YNT,BJS,烟台,北京,2020-04-04
SC1594,山东航空,蓬莱国际机场,首都国际机场,YNT,PEK,23:15,取消,00:45+1,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
ZH1594,深圳航空,蓬莱国际机场,首都国际机场,YNT,PEK,23:15,取消,00:45+1,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
NZ3846,新西兰航空,蓬莱国际机场,首都国际机场,YNT,PEK,23:15,取消,00:45+1,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
CA1594,中国国航,蓬莱国际机场,首都国际机场,YNT,PEK,23:15,取消,00:45+1,取消,取消,1h30m,YNT,BJS,烟台,北京,2020-04-04
KY9963,昆明航空,白云国际机场,龙湾国际机场,CAN,WNZ,06:50,06:59,08:45,08:14,到达,1h15m,CAN,WNZ,广州,温州,2020-04-04
ZH9963,深圳航空,白云国际机场,龙湾国际机场,CAN,WNZ,06:50,06:59,08:45,08:14,到达,1h15m,CAN,WNZ,广州,温州,2020-04-04
CA3891,中国国航,白云国际机场,龙湾国际机场,CAN,WNZ,06:50,06:59,08:45,08:14,到达,1h15m,CAN,WNZ,广州,温州,2020-04-04
AQ1021,九元航空,白云国际机场,龙湾国际机场,CAN,WNZ,06:50,取消,08:45,取消,取消,1h55m,CAN,WNZ,广州,温州,2020-04-04
CZ3763,南方航空,白云国际机场,龙湾国际机场,CAN,WNZ,10:40,10:44,12:35,12:06,到达,1h22m,CAN,WNZ,广州,温州,2020-04-04
3U1107,四川航空,白云国际机场,龙湾国际机场,CAN,WNZ,10:40,10:44,12:35,12:06,到达,1h22m,CAN,WNZ,广州,温州,2020-04-04
MF1396,厦门航空,白云国际机场,龙湾国际机场,CAN,WNZ,10:40,10:44,12:35,12:06,到达,1h22m,CAN,WNZ,广州,温州,2020-04-04
MU2491,东方航空,白云国际机场,龙湾国际机场,CAN,WNZ,14:05,取消,15:55,取消,取消,1h50m,CAN,WNZ,广州,温州,2020-04-04
HU7339,海南航空,白云国际机场,龙湾国际机场,CAN,WNZ,16:15,取消,18:05,取消,取消,1h50m,CAN,WNZ,广州,温州,2020-04-04
MF1249,厦门航空,白云国际机场,龙湾国际机场,CAN,WNZ,16:20,16:42,18:10,17:59,到达,1h17m,CAN,WNZ,广州,温州,2020-04-04
CZ3527,南方航空,白云国际机场,龙湾国际机场,CAN,WNZ,16:20,16:42,18:10,17:59,到达,1h17m,CAN,WNZ,广州,温州,2020-04-04
HU7221,海南航空,白云国际机场,龙湾国际机场,CAN,WNZ,20:20,取消,22:10,取消,取消,1h50m,CAN,WNZ,广州,温州,2020-04-04
ZH1926,深圳航空,白云国际机场,龙湾国际机场,CAN,WNZ,20:30,20:29,22:20,21:48,到达,1h19m,CAN,WNZ,广州,温州,2020-04-04
CA1926,中国国航,白云国际机场,龙湾国际机场,CAN,WNZ,20:30,20:29,22:20,21:48,到达,1h19m,CAN,WNZ,广州,温州,2020-04-04
CA3379,中国国航,白云国际机场,龙湾国际机场,CAN,WNZ,22:20,取消,00:15+1,取消,取消,1h55m,CAN,WNZ,广州,温州,2020-04-04
ZH9965,深圳航空,白云国际机场,龙湾国际机场,CAN,WNZ,22:20,取消,00:15+1,取消,取消,1h55m,CAN,WNZ,广州,温州,2020-04-04
KY9965,昆明航空,白云国际机场,龙湾国际机场,CAN,WNZ,22:20,取消,00:15+1,取消,取消,1h55m,CAN,WNZ,广州,温州,2020-04-04
CZ3638,南方航空,奔牛机场,黄金机场,CZX,KOW,18:00,17:59,19:55,19:31,到达,1h32m,CZX,KOW,常州,赣州,2020-04-04
MF8497,厦门航空,高崎国际机场,云龙机场,XMN,LZO,17:50,17:38,20:15,20:16,到达,2h38m,XMN,LZO,厦门,泸州,2020-04-04
NS8497,河北航空,高崎国际机场,云龙机场,XMN,LZO,17:50,17:38,20:15,20:16,到达,2h38m,XMN,LZO,厦门,泸州,2020-04-04
CZ3197,南方航空,白云国际机场,白塔国际机场,CAN,HET,06:40,取消,10:00,取消,取消,3h20m,CAN,HET,广州,呼和浩特,2020-04-04
JD5719,首都航空,白云国际机场,白塔国际机场,CAN,HET,07:35,取消,11:10,取消,取消,3h35m,CAN,HET,广州,呼和浩特,2020-04-04
CZ5529,南方航空,白云国际机场,白塔国际机场,CAN,HET,19:35,19:33,22:50,22:18,到达,2h45m,CAN,HET,广州,呼和浩特,2020-04-04
CZ354,南方航空,白云国际机场,白塔国际机场,CAN,HET,19:35,取消,22:50,取消,取消,3h15m,CAN,HET,广州,呼和浩特,2020-04-04
CZ3371,南方航空,白云国际机场,白塔国际机场,CAN,HET,20:35,取消,23:55,取消,取消,3h20m,CAN,HET,广州,呼和浩特,2020-04-04
CZ3772,南方航空,南岳机场,金湾机场,HNY,ZUH,18:30,取消,19:50,取消,取消,1h20m,HNY,ZUH,衡阳,珠海,2020-04-04
ZH5137,深圳航空,中川机场,甘州机场,LHW,YZY,11:40,11:35,12:40,12:18,到达,0h43m,LHW,YZY,兰州,张掖,2020-04-04
MU4693,东方航空,中川机场,甘州机场,LHW,YZY,11:40,11:35,12:40,12:18,到达,0h43m,LHW,YZY,兰州,张掖,2020-04-04
HO1103,吉祥航空,中川机场,甘州机场,LHW,YZY,11:40,11:35,12:40,12:18,到达,0h43m,LHW,YZY,兰州,张掖,2020-04-04
CZ3841,南方航空,许家坪机场,天河国际机场,ENH,WUH,07:50,取消,08:55,取消,取消,1h5m,ENH,WUH,恩施,武汉,2020-04-04
MF1444,厦门航空,许家坪机场,天河国际机场,ENH,WUH,07:50,取消,08:55,取消,取消,1h5m,ENH,WUH,恩施,武汉,2020-04-04
JD5721,首都航空,许家坪机场,天河国际机场,ENH,WUH,10:40,取消,11:55,取消,取消,1h15m,ENH,WUH,恩施,武汉,2020-04-04
CZ6590,南方航空,许家坪机场,天河国际机场,ENH,WUH,19:10,取消,20:25,取消,取消,1h15m,ENH,WUH,恩施,武汉,2020-04-04
9H8357,长安航空,咸阳国际机场,九华山机场,XIY,JUH,13:55,取消,15:55,取消,取消,2h0m,SIA,JUH,西安,池州,2020-04-04
QW9789,青岛航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,07:30,07:18,09:25,08:54,到达,1h36m,TAO,CGQ,青岛,长春,2020-04-04
MU4669,东方航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,09:10,取消,11:00,取消,取消,1h50m,TAO,CGQ,青岛,长春,2020-04-04
HO1075,吉祥航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,09:10,取消,11:00,取消,取消,1h50m,TAO,CGQ,青岛,长春,2020-04-04
CA3271,中国国航,流亭国际机场,龙嘉国际机场,TAO,CGQ,09:10,取消,11:00,取消,取消,1h50m,TAO,CGQ,青岛,长春,2020-04-04
EU7105,成都航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,09:10,取消,11:00,取消,取消,1h50m,TAO,CGQ,青岛,长春,2020-04-04
SC4955,山东航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,10:30,10:31,12:20,12:17,到达,1h46m,TAO,CGQ,青岛,长春,2020-04-04
CA4955,中国国航,流亭国际机场,龙嘉国际机场,TAO,CGQ,10:30,10:31,12:20,12:17,到达,1h46m,TAO,CGQ,青岛,长春,2020-04-04
CA4817,中国国航,流亭国际机场,龙嘉国际机场,TAO,CGQ,13:30,取消,15:25,取消,取消,1h55m,TAO,CGQ,青岛,长春,2020-04-04
SC2185,山东航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,13:30,取消,15:25,取消,取消,1h55m,TAO,CGQ,青岛,长春,2020-04-04
MU3385,东方航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,15:20,取消,17:15,取消,取消,1h55m,TAO,CGQ,青岛,长春,2020-04-04
CZ3937,南方航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,15:20,取消,17:15,取消,取消,1h55m,TAO,CGQ,青岛,长春,2020-04-04
CZ6358,南方航空,流亭国际机场,龙嘉国际机场,TAO,CGQ,20:15,20:07,22:05,21:44,到达,1h37m,TAO,CGQ,青岛,长春,2020-04-04
G52730,华夏航空,景德镇机场,江北国际机场,JDZ,CKG,21:35,21:17,23:50,23:05,到达,1h48m,JDZ,CKG,景德镇,重庆,2020-04-04
MU2331,东方航空,西江机场,凤凰国际机场,WUZ,SYX,18:35,取消,20:05,取消,取消,1h30m,WUZ,SYX,梧州,三亚,2020-04-04
KN5727,中国联合航空,浦东国际机场,沙堤机场,PVG,FUO,10:00,取消,12:35,取消,取消,2h35m,SHA,FUO,上海,佛山,2020-04-04
MU3603,东方航空,浦东国际机场,沙堤机场,PVG,FUO,10:00,取消,12:35,取消,取消,2h35m,SHA,FUO,上海,佛山,2020-04-04
G52715,华夏航空,江北国际机场,白塔国际机场,CKG,HET,09:00,取消,13:00,取消,取消,4h0m,CKG,HET,重庆,呼和浩特,2020-04-04
CA8758,中国国航,太平国际机场,云冈机场,HRB,DAT,19:00,18:41,21:30,20:41,到达,2h0m,HRB,DAT,哈尔滨,大同,2020-04-04
SC8758,山东航空,太平国际机场,云冈机场,HRB,DAT,19:00,18:41,21:30,20:41,到达,2h0m,HRB,DAT,哈尔滨,大同,2020-04-04
ZH3058,深圳航空,太平国际机场,云冈机场,HRB,DAT,19:00,18:41,21:30,20:41,到达,2h0m,HRB,DAT,哈尔滨,大同,2020-04-04
GS7877,天津航空,滨海国际机场,中川机场,TSN,LHW,08:30,08:28,11:00,10:34,到达,2h6m,TSN,LHW,天津,兰州,2020-04-04
MF8209,厦门航空,滨海国际机场,中川机场,TSN,LHW,13:05,取消,15:30,取消,取消,2h25m,TSN,LHW,天津,兰州,2020-04-04
CZ5086,南方航空,滨海国际机场,中川机场,TSN,LHW,13:05,取消,15:30,取消,取消,2h25m,TSN,LHW,天津,兰州,2020-04-04
3U4025,四川航空,滨海国际机场,中川机场,TSN,LHW,13:05,取消,15:30,取消,取消,2h25m,TSN,LHW,天津,兰州,2020-04-04
NS8209,河北航空,滨海国际机场,中川机场,TSN,LHW,13:05,取消,15:30,取消,取消,2h25m,TSN,LHW,天津,兰州,2020-04-04
8L9713,祥鹏航空,滨海国际机场,中川机场,TSN,LHW,16:10,取消,18:40,取消,取消,2h30m,TSN,LHW,天津,兰州,2020-04-04
MU5643,东方航空,滨海国际机场,乌兰浩特机场,TSN,HLH,14:55,14:52,17:05,16:40,到达,1h48m,TSN,HLH,天津,乌兰浩特,2020-04-04
DZ6267,东海航空,南洋机场,桃仙国际机场,YNZ,SHE,14:55,取消,17:00,取消,取消,2h5m,YNZ,SHE,盐城,沈阳,2020-04-04
ZH1317,深圳航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:22,10:50,10:05,到达,2h43m,TSN,CAN,天津,广州,2020-04-04
G58009,华夏航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:22,10:50,10:05,到达,2h43m,TSN,CAN,天津,广州,2020-04-04
CA1317,中国国航,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:22,10:50,10:05,到达,2h43m,TSN,CAN,天津,广州,2020-04-04
NS8313,河北航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
CZ5113,南方航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
MF8313,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
GS7895,天津航空,滨海国际机场,白云国际机场,TSN,CAN,11:20,11:34,14:40,14:18,到达,2h44m,TSN,CAN,天津,广州,2020-04-04
CZ3134,南方航空,滨海国际机场,白云国际机场,TSN,CAN,12:15,12:09,15:30,14:43,到达,2h34m,TSN,CAN,天津,广州,2020-04-04
MF1031,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,12:15,12:09,15:30,14:43,到达,2h34m,TSN,CAN,天津,广州,2020-04-04
HU7202,海南航空,滨海国际机场,白云国际机场,TSN,CAN,13:15,取消,16:35,取消,取消,3h20m,TSN,CAN,天津,广州,2020-04-04
CZ3302,南方航空,滨海国际机场,白云国际机场,TSN,CAN,14:55,取消,18:10,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
MF1129,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,14:55,取消,18:10,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
CA1387,中国国航,滨海国际机场,白云国际机场,TSN,CAN,15:35,取消,18:50,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
G58013,华夏航空,滨海国际机场,白云国际机场,TSN,CAN,15:35,取消,18:50,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
ZH1387,深圳航空,滨海国际机场,白云国际机场,TSN,CAN,15:35,取消,18:50,取消,取消,3h15m,TSN,CAN,天津,广州,2020-04-04
CA4548,中国国航,滨海国际机场,白云国际机场,TSN,CAN,17:15,17:12,20:30,19:45,到达,2h33m,TSN,CAN,天津,广州,2020-04-04
ZH4548,深圳航空,滨海国际机场,白云国际机场,TSN,CAN,17:15,17:12,20:30,19:45,到达,2h33m,TSN,CAN,天津,广州,2020-04-04
BK2788,奥凯航空,滨海国际机场,白云国际机场,TSN,CAN,21:10,取消,00:20+1,取消,取消,3h10m,TSN,CAN,天津,广州,2020-04-04
EU2202,成都航空,晋江机场,兴义机场,JJN,ACX,15:50,15:44,18:30,18:19,到达,2h35m,JJN,ACX,泉州,兴义,2020-04-04
3U4025,四川航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,取消,10:50,取消,取消,1h10m,DLC,TSN,大连,天津,2020-04-04
MF8209,厦门航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,取消,10:50,取消,取消,1h10m,DLC,TSN,大连,天津,2020-04-04
NS8209,河北航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,取消,10:50,取消,取消,1h10m,DLC,TSN,大连,天津,2020-04-04
CZ5086,南方航空,周水子国际机场,滨海国际机场,DLC,TSN,09:40,取消,10:50,取消,取消,1h10m,DLC,TSN,大连,天津,2020-04-04
MU2762,东方航空,首都国际机场,奔牛机场,PEK,CZX,21:40,取消,23:50,取消,取消,2h10m,BJS,CZX,北京,常州,2020-04-04
JR1618,幸福航空,阿拉善右旗机场,阿拉善左旗机场,RHT,AXF,10:00,10:04,11:05,11:01,到达,0h57m,RHT,AXF,阿拉善右旗,阿拉善左旗,2020-04-04
MU2417,东方航空,嘉峪关机场,中川机场,JGN,LHW,17:05,17:03,18:25,18:17,到达,1h14m,JGN,LHW,嘉峪关,兰州,2020-04-04
CZ9032,南方航空,嘉峪关机场,中川机场,JGN,LHW,17:05,17:03,18:25,18:17,到达,1h14m,JGN,LHW,嘉峪关,兰州,2020-04-04
G58713,华夏航空,嘉峪关机场,中川机场,JGN,LHW,20:25,取消,21:55,取消,取消,1h30m,JGN,LHW,嘉峪关,兰州,2020-04-04
MU4038,东方航空,嘉峪关机场,中川机场,JGN,LHW,20:25,取消,21:55,取消,取消,1h30m,JGN,LHW,嘉峪关,兰州,2020-04-04
3U8772,四川航空,嘉峪关机场,中川机场,JGN,LHW,20:25,取消,21:55,取消,取消,1h30m,JGN,LHW,嘉峪关,兰州,2020-04-04
Y87541,金鹏航空,路桥机场,遥墙国际机场,HYN,TNA,13:25,13:15,15:20,14:48,到达,1h33m,HYN,TNA,台州,济南,2020-04-04
DR6529,瑞丽航空,武宿国际机场,白塔国际机场,TYN,HET,11:25,11:12,12:25,11:57,到达,0h45m,TYN,HET,太原,呼和浩特,2020-04-04
G58560,华夏航空,武宿国际机场,白塔国际机场,TYN,HET,15:15,取消,16:15,取消,取消,1h0m,TYN,HET,太原,呼和浩特,2020-04-04
MU2409,东方航空,武宿国际机场,白塔国际机场,TYN,HET,15:15,取消,16:15,取消,取消,1h0m,TYN,HET,太原,呼和浩特,2020-04-04
DZ6241,东海航空,白塔埠机场,周水子国际机场,LYG,DLC,09:50,取消,11:10,取消,取消,1h20m,LYG,DLC,连云港,大连,2020-04-04
9H8367,长安航空,白塔埠机场,周水子国际机场,LYG,DLC,16:00,取消,17:20,取消,取消,1h20m,LYG,DLC,连云港,大连,2020-04-04
GS7834,天津航空,天吉泰机场,白塔国际机场,RLK,HET,20:50,取消,21:55,取消,取消,1h5m,RLK,HET,巴彦淖尔,呼和浩特,2020-04-04
