航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
MF1087,厦门航空,咸阳国际机场,白云国际机场,XIY,CAN,18:00,18:10,20:45,20:21,到达,2h11m,SIA,CAN,西安,广州,2020-04-03
CZ3208,南方航空,咸阳国际机场,白云国际机场,XIY,CAN,18:00,18:10,20:45,20:21,到达,2h11m,SIA,CAN,西安,广州,2020-04-03
MU3328,东方航空,咸阳国际机场,白云国际机场,XIY,CAN,18:00,18:10,20:45,20:21,到达,2h11m,SIA,CAN,西安,广州,2020-04-03
HU7827,海南航空,咸阳国际机场,白云国际机场,XIY,CAN,18:30,18:35,21:30,20:40,到达,2h5m,SIA,CAN,西安,广州,2020-04-03
CZ9231,南方航空,咸阳国际机场,白云国际机场,XIY,CAN,19:00,19:22,21:45,21:34,到达,2h12m,SIA,CAN,西安,广州,2020-04-03
MU2284,东方航空,咸阳国际机场,白云国际机场,XIY,CAN,19:00,19:22,21:45,21:34,到达,2h12m,SIA,CAN,西安,广州,2020-04-03
MU3326,东方航空,咸阳国际机场,白云国际机场,XIY,CAN,21:00,取消,23:45,取消,取消,2h45m,SIA,CAN,西安,广州,2020-04-03
MF1085,厦门航空,咸阳国际机场,白云国际机场,XIY,CAN,21:00,取消,23:45,取消,取消,2h45m,SIA,CAN,西安,广州,2020-04-03
CZ3204,南方航空,咸阳国际机场,白云国际机场,XIY,CAN,21:00,取消,23:45,取消,取消,2h45m,SIA,CAN,西安,广州,2020-04-03
AQ1106,九元航空,咸阳国际机场,白云国际机场,XIY,CAN,22:30,取消,01:35+1,取消,取消,3h5m,SIA,CAN,西安,广州,2020-04-03
CA3486,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,07:30,取消,10:15,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
ZH9816,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,07:30,取消,10:15,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
KY9816,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,07:30,取消,10:15,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
HO5157,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,07:30,取消,10:15,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
ZH9818,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,08:20,取消,11:00,取消,取消,2h40m,WUX,SZX,无锡,深圳,2020-04-03
KY9806,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,12:15,12:23,14:55,14:43,到达,2h20m,WUX,SZX,无锡,深圳,2020-04-03
CA3592,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,12:15,12:23,14:55,14:43,到达,2h20m,WUX,SZX,无锡,深圳,2020-04-03
ZH9806,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,12:15,12:23,14:55,14:43,到达,2h20m,WUX,SZX,无锡,深圳,2020-04-03
HO5147,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,12:15,12:23,14:55,14:43,到达,2h20m,WUX,SZX,无锡,深圳,2020-04-03
HO5145,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,14:50,取消,17:35,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
CA3590,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,14:50,取消,17:35,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
ZH9804,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,14:50,取消,17:35,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
KY9804,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,14:50,取消,17:35,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
KY9808,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,17:20,取消,20:00,取消,取消,2h40m,WUX,SZX,无锡,深圳,2020-04-03
HO5149,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,17:20,取消,20:00,取消,取消,2h40m,WUX,SZX,无锡,深圳,2020-04-03
CA3594,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,17:20,取消,20:00,取消,取消,2h40m,WUX,SZX,无锡,深圳,2020-04-03
ZH9808,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,17:20,取消,20:00,取消,取消,2h40m,WUX,SZX,无锡,深圳,2020-04-03
KY9810,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,19:20,19:30,22:00,21:47,到达,2h17m,WUX,SZX,无锡,深圳,2020-04-03
ZH9810,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,19:20,19:30,22:00,21:47,到达,2h17m,WUX,SZX,无锡,深圳,2020-04-03
CA3596,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,19:20,19:30,22:00,21:47,到达,2h17m,WUX,SZX,无锡,深圳,2020-04-03
HO5151,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,19:20,19:30,22:00,21:47,到达,2h17m,WUX,SZX,无锡,深圳,2020-04-03
CZ9391,南方航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,20:00,20:03,22:35,22:12,到达,2h9m,WUX,SZX,无锡,深圳,2020-04-03
MU2977,东方航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,20:00,20:03,22:35,22:12,到达,2h9m,WUX,SZX,无锡,深圳,2020-04-03
DZ6218,东海航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:00,20:59,23:55,23:07,到达,2h8m,WUX,SZX,无锡,深圳,2020-04-03
CZ3210,南方航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:05,21:03,23:40,23:11,到达,2h8m,WUX,SZX,无锡,深圳,2020-04-03
MU3304,东方航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:05,21:03,23:40,23:11,到达,2h8m,WUX,SZX,无锡,深圳,2020-04-03
MF1089,厦门航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:05,21:03,23:40,23:11,到达,2h8m,WUX,SZX,无锡,深圳,2020-04-03
CA3598,中国国航,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:30,21:45,00:10+1,23:57,到达,2h12m,WUX,SZX,无锡,深圳,2020-04-03
KY9812,昆明航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:30,21:45,00:10+1,23:57,到达,2h12m,WUX,SZX,无锡,深圳,2020-04-03
ZH9812,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:30,21:45,00:10+1,23:57,到达,2h12m,WUX,SZX,无锡,深圳,2020-04-03
HO5153,吉祥航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,21:30,21:45,00:10+1,23:57,到达,2h12m,WUX,SZX,无锡,深圳,2020-04-03
ZH9814,深圳航空,苏南硕放国际机场,宝安国际机场,WUX,SZX,22:55,取消,01:40+1,取消,取消,2h45m,WUX,SZX,无锡,深圳,2020-04-03
MU3931,东方航空,双流国际机场,交河机场,CTU,TLQ,06:30,取消,11:20,取消,取消,4h50m,CTU,TLQ,成都,吐鲁番,2020-04-03
3U8155,四川航空,双流国际机场,交河机场,CTU,TLQ,06:30,取消,11:20,取消,取消,4h50m,CTU,TLQ,成都,吐鲁番,2020-04-03
EU7019,成都航空,双流国际机场,交河机场,CTU,TLQ,06:30,取消,11:20,取消,取消,4h50m,CTU,TLQ,成都,吐鲁番,2020-04-03
CZ6101,南方航空,桃仙国际机场,首都国际机场,SHE,PEK,08:00,取消,09:45,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
CA1602,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,09:35,取消,11:20,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
ZH1602,深圳航空,桃仙国际机场,首都国际机场,SHE,PEK,09:35,取消,11:20,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
NZ3948,新西兰航空,桃仙国际机场,首都国际机场,SHE,PEK,09:35,取消,11:20,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
CA8164,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,10:25,取消,12:15,取消,取消,1h50m,SHE,BJS,沈阳,北京,2020-04-03
ZH1652,深圳航空,桃仙国际机场,首都国际机场,SHE,PEK,11:30,取消,13:20,取消,取消,1h50m,SHE,BJS,沈阳,北京,2020-04-03
CA1652,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,11:30,取消,13:20,取消,取消,1h50m,SHE,BJS,沈阳,北京,2020-04-03
NZ3954,新西兰航空,桃仙国际机场,首都国际机场,SHE,PEK,11:30,取消,13:20,取消,取消,1h50m,SHE,BJS,沈阳,北京,2020-04-03
CZ346,南方航空,桃仙国际机场,首都国际机场,SHE,PEK,12:45,取消,14:30,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
MF1508,厦门航空,桃仙国际机场,首都国际机场,SHE,PEK,13:10,取消,15:10,取消,取消,2h0m,SHE,BJS,沈阳,北京,2020-04-03
CZ6107,南方航空,桃仙国际机场,首都国际机场,SHE,PEK,13:10,取消,15:10,取消,取消,2h0m,SHE,BJS,沈阳,北京,2020-04-03
NZ3958,新西兰航空,桃仙国际机场,首都国际机场,SHE,PEK,15:35,15:31,17:20,16:43,到达,1h12m,SHE,BJS,沈阳,北京,2020-04-03
ZH1658,深圳航空,桃仙国际机场,首都国际机场,SHE,PEK,15:35,15:31,17:20,16:43,到达,1h12m,SHE,BJS,沈阳,北京,2020-04-03
CA1658,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,15:35,15:31,17:20,16:43,到达,1h12m,SHE,BJS,沈阳,北京,2020-04-03
ZH1636,深圳航空,桃仙国际机场,首都国际机场,SHE,PEK,21:15,取消,23:00,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
CA1636,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,21:15,取消,23:00,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
NZ3952,新西兰航空,桃仙国际机场,首都国际机场,SHE,PEK,21:15,取消,23:00,取消,取消,1h45m,SHE,BJS,沈阳,北京,2020-04-03
CA1626,中国国航,桃仙国际机场,首都国际机场,SHE,PEK,21:50,取消,23:30,取消,取消,1h40m,SHE,BJS,沈阳,北京,2020-04-03
CZ6925,南方航空,库尔勒机场,地窝堡国际机场,KRL,URC,08:00,08:02,08:50,08:38,到达,0h36m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
MU3111,东方航空,库尔勒机场,地窝堡国际机场,KRL,URC,08:00,08:02,08:50,08:38,到达,0h36m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
CZ6973,南方航空,库尔勒机场,地窝堡国际机场,KRL,URC,09:15,取消,10:10,取消,取消,0h55m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
CZ693X,南方航空,库尔勒机场,地窝堡国际机场,KRL,URC,14:40,15:03,15:40,15:45,到达,0h42m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
CZ6678,南方航空,库尔勒机场,地窝堡国际机场,KRL,URC,20:55,20:51,21:45,21:30,到达,0h39m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
MU3454,东方航空,库尔勒机场,地窝堡国际机场,KRL,URC,21:55,取消,22:50,取消,取消,0h55m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
CZ6672,南方航空,库尔勒机场,地窝堡国际机场,KRL,URC,21:55,取消,22:50,取消,取消,0h55m,KRL,URC,库尔勒,乌鲁木齐,2020-04-03
CA8923,中国国航,周水子国际机场,银川河东国际机场,DLC,INC,07:25,取消,11:40,取消,取消,4h15m,DLC,INC,大连,银川,2020-04-03
G58173,华夏航空,周水子国际机场,银川河东国际机场,DLC,INC,07:25,取消,11:40,取消,取消,4h15m,DLC,INC,大连,银川,2020-04-03
ZH4815,深圳航空,周水子国际机场,银川河东国际机场,DLC,INC,07:25,取消,11:40,取消,取消,4h15m,DLC,INC,大连,银川,2020-04-03
SC8923,山东航空,周水子国际机场,银川河东国际机场,DLC,INC,07:25,取消,11:40,取消,取消,4h15m,DLC,INC,大连,银川,2020-04-03
DZ6311,东海航空,新郑国际机场,白塔国际机场,CGO,HET,13:50,13:44,15:35,15:01,到达,1h17m,CGO,HET,郑州,呼和浩特,2020-04-03
JD5891,首都航空,新郑国际机场,白塔国际机场,CGO,HET,13:55,取消,15:30,取消,取消,1h35m,CGO,HET,郑州,呼和浩特,2020-04-03
HU7411,海南航空,新郑国际机场,白塔国际机场,CGO,HET,15:25,取消,17:05,取消,取消,1h40m,CGO,HET,郑州,呼和浩特,2020-04-03
CZ5064,南方航空,新郑国际机场,白塔国际机场,CGO,HET,15:50,15:52,17:40,17:05,到达,1h13m,CGO,HET,郑州,呼和浩特,2020-04-03
NS8157,河北航空,新郑国际机场,白塔国际机场,CGO,HET,15:50,15:52,17:40,17:05,到达,1h13m,CGO,HET,郑州,呼和浩特,2020-04-03
MF8157,厦门航空,新郑国际机场,白塔国际机场,CGO,HET,15:50,15:52,17:40,17:05,到达,1h13m,CGO,HET,郑州,呼和浩特,2020-04-03
CZ6478,南方航空,新郑国际机场,白塔国际机场,CGO,HET,21:10,21:21,22:50,22:33,到达,1h12m,CGO,HET,郑州,呼和浩特,2020-04-03
JD5397,首都航空,萧山国际机场,吴圩国际机场,HGH,NNG,06:55,取消,09:55,取消,取消,3h0m,HGH,NNG,杭州,南宁,2020-04-03
CA1777,中国国航,萧山国际机场,吴圩国际机场,HGH,NNG,07:55,08:10,10:40,10:40,到达,2h30m,HGH,NNG,杭州,南宁,2020-04-03
ZH1777,深圳航空,萧山国际机场,吴圩国际机场,HGH,NNG,07:55,08:10,10:40,10:40,到达,2h30m,HGH,NNG,杭州,南宁,2020-04-03
ZH5145,深圳航空,萧山国际机场,吴圩国际机场,HGH,NNG,13:20,13:32,18:10,17:43,到达,4h11m,HGH,NNG,杭州,南宁,2020-04-03
HO1811,吉祥航空,萧山国际机场,吴圩国际机场,HGH,NNG,13:20,13:32,18:10,17:43,到达,4h11m,HGH,NNG,杭州,南宁,2020-04-03
MU4879,东方航空,萧山国际机场,吴圩国际机场,HGH,NNG,13:20,13:32,18:10,17:43,到达,4h11m,HGH,NNG,杭州,南宁,2020-04-03
CZ3758,南方航空,萧山国际机场,吴圩国际机场,HGH,NNG,16:25,16:41,19:20,19:12,到达,2h31m,HGH,NNG,杭州,南宁,2020-04-03
MF1393,厦门航空,萧山国际机场,吴圩国际机场,HGH,NNG,16:25,16:41,19:20,19:12,到达,2h31m,HGH,NNG,杭州,南宁,2020-04-03
3U1106,四川航空,萧山国际机场,吴圩国际机场,HGH,NNG,16:25,16:41,19:20,19:12,到达,2h31m,HGH,NNG,杭州,南宁,2020-04-03
CZ3910,南方航空,萧山国际机场,吴圩国际机场,HGH,NNG,20:40,20:55,23:40,23:29,到达,2h34m,HGH,NNG,杭州,南宁,2020-04-03
BK2854,奥凯航空,萧山国际机场,吴圩国际机场,HGH,NNG,22:00,取消,00:55+1,取消,取消,2h55m,HGH,NNG,杭州,南宁,2020-04-03
GY7157,多彩航空,龙洞堡国际机场,五粮液机场,KWE,YBP,07:20,07:28,08:20,08:07,到达,0h39m,KWE,YBP,贵阳,宜宾,2020-04-03
3U8207,四川航空,太平国际机场,潮汕机场,HRB,SWA,07:00,07:02,12:55,12:29,到达,5h27m,HRB,SWA,哈尔滨,揭阳,2020-04-03
EU7029,成都航空,太平国际机场,潮汕机场,HRB,SWA,07:00,07:02,12:55,12:29,到达,5h27m,HRB,SWA,哈尔滨,揭阳,2020-04-03
SC7003,山东航空,太平国际机场,潮汕机场,HRB,SWA,07:00,07:02,12:55,12:29,到达,5h27m,HRB,SWA,哈尔滨,揭阳,2020-04-03
ZH3525,深圳航空,太平国际机场,潮汕机场,HRB,SWA,07:00,07:02,12:55,12:29,到达,5h27m,HRB,SWA,哈尔滨,揭阳,2020-04-03
KY8311,昆明航空,驼峰机场,萧山国际机场,TCZ,HGH,09:00,取消,12:10,取消,取消,3h10m,TCZ,HGH,腾冲,杭州,2020-04-03
CA5725,中国国航,驼峰机场,萧山国际机场,TCZ,HGH,09:00,取消,12:10,取消,取消,3h10m,TCZ,HGH,腾冲,杭州,2020-04-03
ZH5311,深圳航空,驼峰机场,萧山国际机场,TCZ,HGH,09:00,取消,12:10,取消,取消,3h10m,TCZ,HGH,腾冲,杭州,2020-04-03
CZ3266,南方航空,太平国际机场,两江国际机场,HRB,KWL,15:40,15:30,22:30,21:53,到达,6h23m,HRB,KWL,哈尔滨,桂林,2020-04-03
MF8619,厦门航空,晋江机场,南郊机场,JJN,MIG,14:35,14:32,19:10,18:48,到达,4h16m,JJN,MIG,泉州,绵阳,2020-04-03
3U4137,四川航空,晋江机场,南郊机场,JJN,MIG,14:35,14:32,19:10,18:48,到达,4h16m,JJN,MIG,泉州,绵阳,2020-04-03
NS8619,河北航空,晋江机场,南郊机场,JJN,MIG,14:35,14:32,19:10,18:48,到达,4h16m,JJN,MIG,泉州,绵阳,2020-04-03
CA1552,中国国航,屯溪机场,首都国际机场,TXN,PEK,20:35,取消,22:55,取消,取消,2h20m,TXN,BJS,黄山,北京,2020-04-03
ZH1552,深圳航空,屯溪机场,首都国际机场,TXN,PEK,20:35,取消,22:55,取消,取消,2h20m,TXN,BJS,黄山,北京,2020-04-03
CZ6332,南方航空,白云国际机场,林都机场,CAN,LDS,10:00,10:05,16:10,17:02,到达,6h57m,CAN,LDS,广州,伊春,2020-04-03
G54397,华夏航空,阿克苏机场,龟兹机场,AKU,KCA,17:15,17:14,17:55,17:46,到达,0h32m,AKU,KCA,阿克苏,库车,2020-04-03
9H8365,长安航空,咸阳国际机场,太平国际机场,XIY,HRB,06:10,取消,09:15,取消,取消,3h5m,SIA,HRB,西安,哈尔滨,2020-04-03
3U8689,四川航空,咸阳国际机场,太平国际机场,XIY,HRB,06:55,取消,11:45,取消,取消,4h50m,SIA,HRB,西安,哈尔滨,2020-04-03
G58707,华夏航空,咸阳国际机场,太平国际机场,XIY,HRB,06:55,取消,11:45,取消,取消,4h50m,SIA,HRB,西安,哈尔滨,2020-04-03
ZH3835,深圳航空,咸阳国际机场,太平国际机场,XIY,HRB,06:55,取消,11:45,取消,取消,4h50m,SIA,HRB,西安,哈尔滨,2020-04-03
SC7019,山东航空,咸阳国际机场,太平国际机场,XIY,HRB,06:55,取消,11:45,取消,取消,4h50m,SIA,HRB,西安,哈尔滨,2020-04-03
MU4013,东方航空,咸阳国际机场,太平国际机场,XIY,HRB,06:55,取消,11:45,取消,取消,4h50m,SIA,HRB,西安,哈尔滨,2020-04-03
MU2211,东方航空,咸阳国际机场,太平国际机场,XIY,HRB,07:10,07:26,11:55,11:54,到达,4h28m,SIA,HRB,西安,哈尔滨,2020-04-03
FU6628,福州航空,咸阳国际机场,太平国际机场,XIY,HRB,12:20,取消,18:00,取消,取消,5h40m,SIA,HRB,西安,哈尔滨,2020-04-03
MU2173,东方航空,咸阳国际机场,太平国际机场,XIY,HRB,13:15,13:17,16:30,16:07,到达,2h50m,SIA,HRB,西安,哈尔滨,2020-04-03
JD5309,首都航空,咸阳国际机场,太平国际机场,XIY,HRB,13:40,取消,16:45,取消,取消,3h5m,SIA,HRB,西安,哈尔滨,2020-04-03
MU2245,东方航空,咸阳国际机场,太平国际机场,XIY,HRB,17:10,取消,20:20,取消,取消,3h10m,SIA,HRB,西安,哈尔滨,2020-04-03
JR1475,幸福航空,咸阳国际机场,太平国际机场,XIY,HRB,17:25,17:29,20:15,20:30,到达,3h1m,SIA,HRB,西安,哈尔滨,2020-04-03
CZ6224,南方航空,咸阳国际机场,太平国际机场,XIY,HRB,20:50,20:54,23:40,23:36,到达,2h42m,SIA,HRB,西安,哈尔滨,2020-04-03
3U8322,四川航空,咸阳国际机场,太平国际机场,XIY,HRB,21:20,21:40,00:15+1,00:29+1,到达,2h49m,SIA,HRB,西安,哈尔滨,2020-04-03
CZ4934,南方航空,咸阳国际机场,太平国际机场,XIY,HRB,21:20,21:40,00:15+1,00:29+1,到达,2h49m,SIA,HRB,西安,哈尔滨,2020-04-03
ZH3538,深圳航空,咸阳国际机场,太平国际机场,XIY,HRB,21:20,21:40,00:15+1,00:29+1,到达,2h49m,SIA,HRB,西安,哈尔滨,2020-04-03
G58725,华夏航空,咸阳国际机场,太平国际机场,XIY,HRB,21:20,21:40,00:15+1,00:29+1,到达,2h49m,SIA,HRB,西安,哈尔滨,2020-04-03
MU3954,东方航空,咸阳国际机场,太平国际机场,XIY,HRB,21:20,21:40,00:15+1,00:29+1,到达,2h49m,SIA,HRB,西安,哈尔滨,2020-04-03
GS6540,天津航空,江北国际机场,月照机场,CKG,LPF,15:45,取消,17:00,取消,取消,1h15m,CKG,LPF,重庆,六盘水,2020-04-03
HU7047,海南航空,美兰国际机场,高崎国际机场,HAK,XMN,06:15,取消,08:10,取消,取消,1h55m,HAK,XMN,海口,厦门,2020-04-03
MF1700,厦门航空,美兰国际机场,高崎国际机场,HAK,XMN,09:55,取消,11:45,取消,取消,1h50m,HAK,XMN,海口,厦门,2020-04-03
CZ6977,南方航空,美兰国际机场,高崎国际机场,HAK,XMN,09:55,取消,11:45,取消,取消,1h50m,HAK,XMN,海口,厦门,2020-04-03
NS8362,河北航空,美兰国际机场,高崎国际机场,HAK,XMN,11:15,取消,13:05,取消,取消,1h50m,HAK,XMN,海口,厦门,2020-04-03
CZ5148,南方航空,美兰国际机场,高崎国际机场,HAK,XMN,11:15,取消,13:05,取消,取消,1h50m,HAK,XMN,海口,厦门,2020-04-03
MF8362,厦门航空,美兰国际机场,高崎国际机场,HAK,XMN,11:15,取消,13:05,取消,取消,1h50m,HAK,XMN,海口,厦门,2020-04-03
MF8342,厦门航空,美兰国际机场,高崎国际机场,HAK,XMN,15:50,16:10,17:45,17:39,到达,1h29m,HAK,XMN,海口,厦门,2020-04-03
CZ5136,南方航空,美兰国际机场,高崎国际机场,HAK,XMN,15:50,16:10,17:45,17:39,到达,1h29m,HAK,XMN,海口,厦门,2020-04-03
NS8342,河北航空,美兰国际机场,高崎国际机场,HAK,XMN,15:50,16:10,17:45,17:39,到达,1h29m,HAK,XMN,海口,厦门,2020-04-03
