航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
ZH8177,深圳航空,关公机场,黄花国际机场,YCU,CSX,10:45,取消,12:35,取消,取消,1h50m,YCU,CSX,长沙,运城,2020-03-30
CZ3382,南方航空,荷花机场,白云国际机场,DYG,CAN,08:00,取消,09:40,取消,取消,1h40m,DYG,CAN,广州,张家界,2020-03-30
CZ3246,南方航空,荷花机场,白云国际机场,DYG,CAN,20:15,取消,21:55,取消,取消,1h40m,DYG,CAN,广州,张家界,2020-03-30
JR1571,幸福航空,太平国际机场,长白山机场,HRB,NBS,10:55,取消,15:40,取消,取消,4h45m,HRB,NBS,白山,哈尔滨,2020-03-30
HU7391,海南航空,宝安国际机场,桃仙国际机场,SZX,SHE,06:45,06:51,12:40,11:50,到达,4h59m,SZX,SHE,沈阳,深圳,2020-03-30
CA3623,中国国航,宝安国际机场,桃仙国际机场,SZX,SHE,07:00,06:54,11:10,10:22,到达,3h28m,SZX,SHE,沈阳,深圳,2020-03-30
KY9601,昆明航空,宝安国际机场,桃仙国际机场,SZX,SHE,07:00,06:54,11:10,10:22,到达,3h28m,SZX,SHE,沈阳,深圳,2020-03-30
ZH9601,深圳航空,宝安国际机场,桃仙国际机场,SZX,SHE,07:00,06:54,11:10,10:22,到达,3h28m,SZX,SHE,沈阳,深圳,2020-03-30
CZ8577,南方航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:15,10:32,14:10,13:57,到达,3h25m,SZX,SHE,沈阳,深圳,2020-03-30
MF8077,厦门航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:20,取消,15:55,取消,取消,5h35m,SZX,SHE,沈阳,深圳,2020-03-30
NS6077,河北航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:20,取消,15:55,取消,取消,5h35m,SZX,SHE,沈阳,深圳,2020-03-30
CZ5027,南方航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:20,取消,15:55,取消,取消,5h35m,SZX,SHE,沈阳,深圳,2020-03-30
MU4107,东方航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:20,取消,15:55,取消,取消,5h35m,SZX,SHE,沈阳,深圳,2020-03-30
DZ6267,东海航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:45,10:52,17:00,16:33,到达,5h41m,SZX,SHE,沈阳,深圳,2020-03-30
CA3625,中国国航,宝安国际机场,桃仙国际机场,SZX,SHE,10:50,10:56,14:40,14:25,到达,3h29m,SZX,SHE,沈阳,深圳,2020-03-30
KY9603,昆明航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:50,10:56,14:40,14:25,到达,3h29m,SZX,SHE,沈阳,深圳,2020-03-30
ZH9603,深圳航空,宝安国际机场,桃仙国际机场,SZX,SHE,10:50,10:56,14:40,14:25,到达,3h29m,SZX,SHE,沈阳,深圳,2020-03-30
KY9605,昆明航空,宝安国际机场,桃仙国际机场,SZX,SHE,13:55,13:58,18:05,17:28,到达,3h30m,SZX,SHE,沈阳,深圳,2020-03-30
CA3627,中国国航,宝安国际机场,桃仙国际机场,SZX,SHE,13:55,13:58,18:05,17:28,到达,3h30m,SZX,SHE,沈阳,深圳,2020-03-30
ZH9605,深圳航空,宝安国际机场,桃仙国际机场,SZX,SHE,13:55,13:58,18:05,17:28,到达,3h30m,SZX,SHE,沈阳,深圳,2020-03-30
CZ6312,南方航空,宝安国际机场,桃仙国际机场,SZX,SHE,15:00,15:05,20:55,20:16,到达,5h11m,SZX,SHE,沈阳,深圳,2020-03-30
CZ6304,南方航空,宝安国际机场,桃仙国际机场,SZX,SHE,17:40,17:37,21:30,21:05,到达,3h28m,SZX,SHE,沈阳,深圳,2020-03-30
MF1605,厦门航空,宝安国际机场,桃仙国际机场,SZX,SHE,17:40,17:37,21:30,21:05,到达,3h28m,SZX,SHE,沈阳,深圳,2020-03-30
CA3631,中国国航,宝安国际机场,桃仙国际机场,SZX,SHE,18:10,取消,23:10,取消,取消,5h0m,SZX,SHE,沈阳,深圳,2020-03-30
KY9609,昆明航空,宝安国际机场,桃仙国际机场,SZX,SHE,18:10,取消,23:10,取消,取消,5h0m,SZX,SHE,沈阳,深圳,2020-03-30
HO5106,吉祥航空,宝安国际机场,桃仙国际机场,SZX,SHE,18:10,取消,23:10,取消,取消,5h0m,SZX,SHE,沈阳,深圳,2020-03-30
ZH9609,深圳航空,宝安国际机场,桃仙国际机场,SZX,SHE,18:10,取消,23:10,取消,取消,5h0m,SZX,SHE,沈阳,深圳,2020-03-30
CZ6310,南方航空,宝安国际机场,桃仙国际机场,SZX,SHE,21:30,21:22,01:05+1,00:35+1,到达,3h13m,SZX,SHE,沈阳,深圳,2020-03-30
MF1607,厦门航空,宝安国际机场,桃仙国际机场,SZX,SHE,21:30,21:22,01:05+1,00:35+1,到达,3h13m,SZX,SHE,沈阳,深圳,2020-03-30
GX8869,北部湾航空,吴圩国际机场,正定国际机场,NNG,SJW,08:20,取消,12:55,取消,取消,4h35m,NNG,SJW,石家庄,南宁,2020-03-30
NS3252,河北航空,吴圩国际机场,正定国际机场,NNG,SJW,20:15,取消,23:15,取消,取消,3h0m,NNG,SJW,石家庄,南宁,2020-03-30
MF7038,厦门航空,吴圩国际机场,正定国际机场,NNG,SJW,20:15,取消,23:15,取消,取消,3h0m,NNG,SJW,石家庄,南宁,2020-03-30
9C8644,春秋航空,吴圩国际机场,正定国际机场,NNG,SJW,21:10,20:52,00:15+1,23:27,到达,2h35m,NNG,SJW,石家庄,南宁,2020-03-30
G58460,华夏航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,11:10,取消,13:25,取消,取消,2h15m,TYN,CGQ,长春,太原,2020-03-30
TV6841,西藏航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,11:10,取消,13:25,取消,取消,2h15m,TYN,CGQ,长春,太原,2020-03-30
SC8865,山东航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,11:10,取消,13:25,取消,取消,2h15m,TYN,CGQ,长春,太原,2020-03-30
CA8865,中国国航,武宿国际机场,龙嘉国际机场,TYN,CGQ,11:10,取消,13:25,取消,取消,2h15m,TYN,CGQ,长春,太原,2020-03-30
G58689,华夏航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,12:10,取消,14:30,取消,取消,2h20m,TYN,CGQ,长春,太原,2020-03-30
3U8365,四川航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,12:10,取消,14:30,取消,取消,2h20m,TYN,CGQ,长春,太原,2020-03-30
JD5579,首都航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,14:35,14:31,16:55,16:36,到达,2h5m,TYN,CGQ,长春,太原,2020-03-30
MU9935,东方航空,武宿国际机场,龙嘉国际机场,TYN,CGQ,15:50,取消,18:10,取消,取消,2h20m,TYN,CGQ,长春,太原,2020-03-30
HU7181,海南航空,美兰国际机场,首都国际机场,HAK,PEK,08:00,08:03,11:30,11:23,到达,3h20m,HAK,BJS,北京,海口,2020-03-30
CZ3119,南方航空,美兰国际机场,首都国际机场,HAK,PEK,08:00,取消,11:55,取消,取消,3h55m,HAK,BJS,北京,海口,2020-03-30
HU7281,海南航空,美兰国际机场,首都国际机场,HAK,PEK,13:00,13:08,16:40,16:26,到达,3h18m,HAK,BJS,北京,海口,2020-03-30
MF1615,厦门航空,美兰国际机场,首都国际机场,HAK,PEK,13:15,13:24,16:55,16:49,到达,3h25m,HAK,BJS,北京,海口,2020-03-30
CZ6365,南方航空,美兰国际机场,首都国际机场,HAK,PEK,13:15,13:24,16:55,16:49,到达,3h25m,HAK,BJS,北京,海口,2020-03-30
JD5860,首都航空,美兰国际机场,大兴国际机场,HAK,PKX,13:40,13:41,19:05,19:02,到达,5h21m,HAK,BJS,北京,海口,2020-03-30
CA1394,中国国航,美兰国际机场,首都国际机场,HAK,PEK,14:45,14:56,18:25,18:28,到达,3h32m,HAK,BJS,北京,海口,2020-03-30
ZH1394,深圳航空,美兰国际机场,首都国际机场,HAK,PEK,14:45,14:56,18:25,18:28,到达,3h32m,HAK,BJS,北京,海口,2020-03-30
HU7681,海南航空,美兰国际机场,首都国际机场,HAK,PEK,15:30,取消,20:40,取消,取消,5h10m,HAK,BJS,北京,海口,2020-03-30
CZ6157,南方航空,美兰国际机场,首都国际机场,HAK,PEK,15:30,取消,19:25,取消,取消,3h55m,HAK,BJS,北京,海口,2020-03-30
HU7081,海南航空,美兰国际机场,首都国际机场,HAK,PEK,16:25,16:28,20:00,19:52,到达,3h24m,HAK,BJS,北京,海口,2020-03-30
HU7881,海南航空,美兰国际机场,首都国际机场,HAK,PEK,17:30,取消,23:15,取消,取消,5h45m,HAK,BJS,北京,海口,2020-03-30
CZ6719,南方航空,美兰国际机场,首都国际机场,HAK,PEK,18:35,取消,22:20,取消,取消,3h45m,HAK,BJS,北京,海口,2020-03-30
MF8396,厦门航空,美兰国际机场,大兴国际机场,HAK,PKX,21:05,取消,00:50+1,取消,取消,3h45m,HAK,BJS,北京,海口,2020-03-30
CZ5873,南方航空,美兰国际机场,大兴国际机场,HAK,PKX,21:05,取消,00:50+1,取消,取消,3h45m,HAK,BJS,北京,海口,2020-03-30
NS8396,河北航空,美兰国际机场,大兴国际机场,HAK,PKX,21:05,取消,00:50+1,取消,取消,3h45m,HAK,BJS,北京,海口,2020-03-30
HU7053,海南航空,宝安国际机场,三女河机场,SZX,TVS,09:40,取消,13:10,取消,取消,3h30m,SZX,TVS,唐山,深圳,2020-03-30
G52917,华夏航空,咸阳国际机场,河市机场,XIY,DAX,06:25,06:22,07:40,07:13,到达,0h51m,SIA,DAX,达州,西安,2020-03-30
JR1513,幸福航空,咸阳国际机场,阿拉善左旗机场,XIY,AXF,08:40,取消,10:30,取消,取消,1h50m,SIA,AXF,阿拉善左旗,西安,2020-03-30
SC4763,山东航空,两江国际机场,双流国际机场,KWL,CTU,08:45,08:34,10:30,10:03,到达,1h29m,KWL,CTU,成都,桂林,2020-03-30
CA4763,中国国航,两江国际机场,双流国际机场,KWL,CTU,08:45,08:34,10:30,10:03,到达,1h29m,KWL,CTU,成都,桂林,2020-03-30
G58344,华夏航空,两江国际机场,双流国际机场,KWL,CTU,08:45,08:34,10:30,10:03,到达,1h29m,KWL,CTU,成都,桂林,2020-03-30
TV6787,西藏航空,两江国际机场,双流国际机场,KWL,CTU,08:45,08:34,10:30,10:03,到达,1h29m,KWL,CTU,成都,桂林,2020-03-30
ZH9530,深圳航空,金湾机场,苏南硕放国际机场,ZUH,WUX,11:15,取消,13:40,取消,取消,2h25m,ZUH,WUX,无锡,珠海,2020-03-30
KY9530,昆明航空,金湾机场,苏南硕放国际机场,ZUH,WUX,11:15,取消,13:40,取消,取消,2h25m,ZUH,WUX,无锡,珠海,2020-03-30
HO5093,吉祥航空,金湾机场,苏南硕放国际机场,ZUH,WUX,11:15,取消,13:40,取消,取消,2h25m,ZUH,WUX,无锡,珠海,2020-03-30
CA3604,中国国航,金湾机场,苏南硕放国际机场,ZUH,WUX,11:15,取消,13:40,取消,取消,2h25m,ZUH,WUX,无锡,珠海,2020-03-30
MU2966,东方航空,金湾机场,苏南硕放国际机场,ZUH,WUX,21:10,取消,01:25+1,取消,取消,4h15m,ZUH,WUX,无锡,珠海,2020-03-30
CZ6853,南方航空,库尔勒机场,咸阳国际机场,KRL,XIY,11:45,11:50,15:05,14:41,到达,2h51m,KRL,SIA,西安,库尔勒,2020-03-30
MU2355,东方航空,库尔勒机场,咸阳国际机场,KRL,XIY,14:50,14:47,18:20,17:50,到达,3h3m,KRL,SIA,西安,库尔勒,2020-03-30
G58523,华夏航空,库尔勒机场,咸阳国际机场,KRL,XIY,14:50,14:47,18:20,17:50,到达,3h3m,KRL,SIA,西安,库尔勒,2020-03-30
CA4822,中国国航,库尔勒机场,咸阳国际机场,KRL,XIY,18:55,18:43,22:25,21:38,到达,2h55m,KRL,SIA,西安,库尔勒,2020-03-30
TV6796,西藏航空,库尔勒机场,咸阳国际机场,KRL,XIY,18:55,18:43,22:25,21:38,到达,2h55m,KRL,SIA,西安,库尔勒,2020-03-30
SC4822,山东航空,库尔勒机场,咸阳国际机场,KRL,XIY,18:55,18:43,22:25,21:38,到达,2h55m,KRL,SIA,西安,库尔勒,2020-03-30
G58496,华夏航空,库尔勒机场,咸阳国际机场,KRL,XIY,18:55,18:43,22:25,21:38,到达,2h55m,KRL,SIA,西安,库尔勒,2020-03-30
3U4676,四川航空,库尔勒机场,咸阳国际机场,KRL,XIY,18:55,18:43,22:25,21:38,到达,2h55m,KRL,SIA,西安,库尔勒,2020-03-30
KY8748,昆明航空,兴东国际机场,晋江机场,NTG,JJN,15:40,取消,17:40,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
ZH8748,深圳航空,兴东国际机场,晋江机场,NTG,JJN,15:40,取消,17:40,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
HO5041,吉祥航空,兴东国际机场,晋江机场,NTG,JJN,15:40,取消,17:40,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
CA3538,中国国航,兴东国际机场,晋江机场,NTG,JJN,15:40,取消,17:40,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
TV6520,西藏航空,兴东国际机场,晋江机场,NTG,JJN,15:40,取消,17:40,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
DZ6276,东海航空,兴东国际机场,晋江机场,NTG,JJN,17:55,取消,19:55,取消,取消,2h0m,NTG,JJN,泉州,南通,2020-03-30
G58478,华夏航空,流亭国际机场,黄花国际机场,TAO,CSX,08:05,取消,10:45,取消,取消,2h40m,TAO,CSX,长沙,青岛,2020-03-30
SC8737,山东航空,流亭国际机场,黄花国际机场,TAO,CSX,08:05,取消,10:45,取消,取消,2h40m,TAO,CSX,长沙,青岛,2020-03-30
CA8737,中国国航,流亭国际机场,黄花国际机场,TAO,CSX,08:05,取消,10:45,取消,取消,2h40m,TAO,CSX,长沙,青岛,2020-03-30
NS8309,河北航空,流亭国际机场,黄花国际机场,TAO,CSX,10:15,10:24,12:50,12:31,到达,2h7m,TAO,CSX,长沙,青岛,2020-03-30
CZ5866,南方航空,流亭国际机场,黄花国际机场,TAO,CSX,10:15,10:24,12:50,12:31,到达,2h7m,TAO,CSX,长沙,青岛,2020-03-30
MF8309,厦门航空,流亭国际机场,黄花国际机场,TAO,CSX,10:15,10:24,12:50,12:31,到达,2h7m,TAO,CSX,长沙,青岛,2020-03-30
QW9775,青岛航空,流亭国际机场,黄花国际机场,TAO,CSX,16:30,16:27,19:15,18:34,到达,2h7m,TAO,CSX,长沙,青岛,2020-03-30
G58486,华夏航空,流亭国际机场,黄花国际机场,TAO,CSX,17:55,17:44,20:45,20:00,到达,2h16m,TAO,CSX,长沙,青岛,2020-03-30
SC4643,山东航空,流亭国际机场,黄花国际机场,TAO,CSX,17:55,17:44,20:45,20:00,到达,2h16m,TAO,CSX,长沙,青岛,2020-03-30
CA4643,中国国航,流亭国际机场,黄花国际机场,TAO,CSX,17:55,17:44,20:45,20:00,到达,2h16m,TAO,CSX,长沙,青岛,2020-03-30
MU3386,东方航空,流亭国际机场,黄花国际机场,TAO,CSX,21:15,取消,23:50,取消,取消,2h35m,TAO,CSX,长沙,青岛,2020-03-30
CZ3938,南方航空,流亭国际机场,黄花国际机场,TAO,CSX,21:15,取消,23:50,取消,取消,2h35m,TAO,CSX,长沙,青岛,2020-03-30
HU7870,海南航空,宝安国际机场,曹家堡机场,SZX,XNN,06:55,07:04,12:15,12:26,到达,5h22m,SZX,XNN,西宁,深圳,2020-03-30
CZ8201,南方航空,金湾机场,太平国际机场,ZUH,HRB,08:15,08:17,15:00,14:12,到达,5h55m,ZUH,HRB,哈尔滨,珠海,2020-03-30
RY8951,江西航空,金湾机场,太平国际机场,ZUH,HRB,10:55,取消,17:00,取消,取消,6h5m,ZUH,HRB,哈尔滨,珠海,2020-03-30
CA8704,中国国航,金湾机场,太平国际机场,ZUH,HRB,16:15,取消,22:35,取消,取消,6h20m,ZUH,HRB,哈尔滨,珠海,2020-03-30
SC2266,山东航空,金湾机场,太平国际机场,ZUH,HRB,16:15,取消,22:35,取消,取消,6h20m,ZUH,HRB,哈尔滨,珠海,2020-03-30
G58494,华夏航空,金湾机场,太平国际机场,ZUH,HRB,16:15,取消,22:35,取消,取消,6h20m,ZUH,HRB,哈尔滨,珠海,2020-03-30
ZH3048,深圳航空,金湾机场,太平国际机场,ZUH,HRB,16:15,取消,22:35,取消,取消,6h20m,ZUH,HRB,哈尔滨,珠海,2020-03-30
CZ6248,南方航空,金湾机场,太平国际机场,ZUH,HRB,16:40,取消,22:55,取消,取消,6h15m,ZUH,HRB,哈尔滨,珠海,2020-03-30
MU5474,东方航空,义乌机场,长水国际机场,YIW,KMG,17:10,17:00,20:10,19:51,到达,2h51m,YIW,KMG,昆明,义乌,2020-03-30
G58695,华夏航空,西关机场,双流国际机场,FUG,CTU,08:10,取消,10:25,取消,取消,2h15m,FUG,CTU,成都,阜阳,2020-03-30
MF5025,厦门航空,西关机场,双流国际机场,FUG,CTU,08:10,取消,10:25,取消,取消,2h15m,FUG,CTU,成都,阜阳,2020-03-30
3U8315,四川航空,西关机场,双流国际机场,FUG,CTU,08:10,取消,10:25,取消,取消,2h15m,FUG,CTU,成都,阜阳,2020-03-30
CZ6311,南方航空,桃仙国际机场,宝安国际机场,SHE,SZX,08:00,07:52,13:50,13:29,到达,5h37m,SHE,SZX,深圳,沈阳,2020-03-30
KY9610,昆明航空,桃仙国际机场,宝安国际机场,SHE,SZX,08:15,取消,14:05,取消,取消,5h50m,SHE,SZX,深圳,沈阳,2020-03-30
CA3632,中国国航,桃仙国际机场,宝安国际机场,SHE,SZX,08:15,取消,14:05,取消,取消,5h50m,SHE,SZX,深圳,沈阳,2020-03-30
HO5107,吉祥航空,桃仙国际机场,宝安国际机场,SHE,SZX,08:15,取消,14:05,取消,取消,5h50m,SHE,SZX,深圳,沈阳,2020-03-30
ZH9610,深圳航空,桃仙国际机场,宝安国际机场,SHE,SZX,08:15,取消,14:05,取消,取消,5h50m,SHE,SZX,深圳,沈阳,2020-03-30
MF1604,厦门航空,桃仙国际机场,宝安国际机场,SHE,SZX,12:00,12:27,16:35,16:03,到达,3h36m,SHE,SZX,深圳,沈阳,2020-03-30
CZ6303,南方航空,桃仙国际机场,宝安国际机场,SHE,SZX,12:00,12:27,16:35,16:03,到达,3h36m,SHE,SZX,深圳,沈阳,2020-03-30
KY9602,昆明航空,桃仙国际机场,宝安国际机场,SHE,SZX,12:55,12:51,17:30,16:25,到达,3h34m,SHE,SZX,深圳,沈阳,2020-03-30
CA3624,中国国航,桃仙国际机场,宝安国际机场,SHE,SZX,12:55,12:51,17:30,16:25,到达,3h34m,SHE,SZX,深圳,沈阳,2020-03-30
ZH9602,深圳航空,桃仙国际机场,宝安国际机场,SHE,SZX,12:55,12:51,17:30,16:25,到达,3h34m,SHE,SZX,深圳,沈阳,2020-03-30
HU7392,海南航空,桃仙国际机场,宝安国际机场,SHE,SZX,13:50,13:39,20:15,19:37,到达,5h58m,SHE,SZX,深圳,沈阳,2020-03-30
MU4108,东方航空,桃仙国际机场,宝安国际机场,SHE,SZX,14:55,取消,21:45,取消,取消,6h50m,SHE,SZX,深圳,沈阳,2020-03-30
MF8078,厦门航空,桃仙国际机场,宝安国际机场,SHE,SZX,14:55,取消,21:45,取消,取消,6h50m,SHE,SZX,深圳,沈阳,2020-03-30
CZ5028,南方航空,桃仙国际机场,宝安国际机场,SHE,SZX,14:55,取消,21:45,取消,取消,6h50m,SHE,SZX,深圳,沈阳,2020-03-30
NS6078,河北航空,桃仙国际机场,宝安国际机场,SHE,SZX,14:55,取消,21:45,取消,取消,6h50m,SHE,SZX,深圳,沈阳,2020-03-30
CZ6309,南方航空,桃仙国际机场,宝安国际机场,SHE,SZX,15:40,15:31,20:05,19:15,到达,3h44m,SHE,SZX,深圳,沈阳,2020-03-30
CZ6677,南方航空,地窝堡国际机场,且末机场,URC,IQM,16:00,15:58,18:35,18:23,到达,2h25m,URC,IQM,且末,乌鲁木齐,2020-03-30
8L9504,祥鹏航空,新郑国际机场,长水国际机场,CGO,KMG,06:55,06:55,09:45,09:16,到达,2h21m,CGO,KMG,昆明,郑州,2020-03-30
8L9502,祥鹏航空,新郑国际机场,长水国际机场,CGO,KMG,07:00,取消,09:50,取消,取消,2h50m,CGO,KMG,昆明,郑州,2020-03-30
MU9541,东方航空,新郑国际机场,长水国际机场,CGO,KMG,07:40,07:48,10:30,10:20,到达,2h32m,CGO,KMG,昆明,郑州,2020-03-30
FM9541,上海航空,新郑国际机场,长水国际机场,CGO,KMG,07:40,07:48,10:30,10:20,到达,2h32m,CGO,KMG,昆明,郑州,2020-03-30
CZ3491,南方航空,新郑国际机场,长水国际机场,CGO,KMG,07:40,取消,10:30,取消,取消,2h50m,CGO,KMG,昆明,郑州,2020-03-30
CZ3495,南方航空,新郑国际机场,长水国际机场,CGO,KMG,09:20,取消,12:20,取消,取消,3h0m,CGO,KMG,昆明,郑州,2020-03-30
8L9508,祥鹏航空,新郑国际机场,长水国际机场,CGO,KMG,11:45,取消,14:45,取消,取消,3h0m,CGO,KMG,昆明,郑州,2020-03-30
TV6507,西藏航空,新郑国际机场,长水国际机场,CGO,KMG,11:55,11:41,14:55,14:16,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
SC9001,山东航空,新郑国际机场,长水国际机场,CGO,KMG,11:55,11:41,14:55,14:16,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
3U4305,四川航空,新郑国际机场,长水国际机场,CGO,KMG,11:55,11:41,14:55,14:16,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
KY8467,昆明航空,新郑国际机场,长水国际机场,CGO,KMG,11:55,11:41,14:55,14:16,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
ZH8367,深圳航空,新郑国际机场,长水国际机场,CGO,KMG,11:55,11:41,14:55,14:16,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
CZ8535,南方航空,新郑国际机场,长水国际机场,CGO,KMG,12:50,13:00,15:40,15:36,到达,2h36m,CGO,KMG,昆明,郑州,2020-03-30
PN6397,西部航空,新郑国际机场,长水国际机场,CGO,KMG,14:30,取消,17:30,取消,取消,3h0m,CGO,KMG,昆明,郑州,2020-03-30
8L9510,祥鹏航空,新郑国际机场,长水国际机场,CGO,KMG,14:30,取消,17:35,取消,取消,3h5m,CGO,KMG,昆明,郑州,2020-03-30
MU5575,东方航空,新郑国际机场,长水国际机场,CGO,KMG,15:20,15:20,18:15,17:55,到达,2h35m,CGO,KMG,昆明,郑州,2020-03-30
CZ6601,南方航空,新郑国际机场,长水国际机场,CGO,KMG,17:00,17:08,19:50,19:37,到达,2h29m,CGO,KMG,昆明,郑州,2020-03-30
3U1185,四川航空,新郑国际机场,长水国际机场,CGO,KMG,17:00,17:08,19:50,19:37,到达,2h29m,CGO,KMG,昆明,郑州,2020-03-30
KY8262,昆明航空,新郑国际机场,长水国际机场,CGO,KMG,17:10,17:15,20:00,19:42,到达,2h27m,CGO,KMG,昆明,郑州,2020-03-30
CA5762,中国国航,新郑国际机场,长水国际机场,CGO,KMG,17:10,17:15,20:00,19:42,到达,2h27m,CGO,KMG,昆明,郑州,2020-03-30
CZ9634,南方航空,新郑国际机场,长水国际机场,CGO,KMG,19:15,取消,22:20,取消,取消,3h5m,CGO,KMG,昆明,郑州,2020-03-30
ZH3882,深圳航空,新郑国际机场,长水国际机场,CGO,KMG,19:15,取消,22:20,取消,取消,3h5m,CGO,KMG,昆明,郑州,2020-03-30
3U8848,四川航空,新郑国际机场,长水国际机场,CGO,KMG,19:15,取消,22:20,取消,取消,3h5m,CGO,KMG,昆明,郑州,2020-03-30
CA5744,中国国航,新郑国际机场,长水国际机场,CGO,KMG,21:05,取消,00:05+1,取消,取消,3h0m,CGO,KMG,昆明,郑州,2020-03-30
KY8244,昆明航空,新郑国际机场,长水国际机场,CGO,KMG,21:05,取消,00:05+1,取消,取消,3h0m,CGO,KMG,昆明,郑州,2020-03-30
8L9512,祥鹏航空,新郑国际机场,长水国际机场,CGO,KMG,22:45,取消,01:50+1,取消,取消,3h5m,CGO,KMG,昆明,郑州,2020-03-30
MU3692,东方航空,沙堤机场,长水国际机场,FUO,KMG,08:20,取消,10:40,取消,取消,2h20m,FUO,KMG,昆明,佛山,2020-03-30
KN2381,中国联合航空,沙堤机场,长水国际机场,FUO,KMG,08:20,取消,10:40,取消,取消,2h20m,FUO,KMG,昆明,佛山,2020-03-30
CA1935,中国国航,浦东国际机场,中川机场,PVG,LHW,06:35,06:41,10:05,09:37,到达,2h56m,SHA,LHW,兰州,上海,2020-03-30
G58134,华夏航空,浦东国际机场,中川机场,PVG,LHW,06:35,06:41,10:05,09:37,到达,2h56m,SHA,LHW,兰州,上海,2020-03-30
