航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
HO5018,吉祥航空,太平国际机场,昌北国际机场,HRB,KHN,08:30,取消,12:20,取消,取消,3h50m,HRB,KHN,南昌,哈尔滨,2020-03-29
ZH9751,深圳航空,太平国际机场,昌北国际机场,HRB,KHN,08:30,取消,12:20,取消,取消,3h50m,HRB,KHN,南昌,哈尔滨,2020-03-29
CA3563,中国国航,太平国际机场,昌北国际机场,HRB,KHN,08:30,取消,12:20,取消,取消,3h50m,HRB,KHN,南昌,哈尔滨,2020-03-29
PN6318,西部航空,太平国际机场,昌北国际机场,HRB,KHN,14:05,取消,18:10,取消,取消,4h5m,HRB,KHN,南昌,哈尔滨,2020-03-29
A67246,红土航空,太平国际机场,昌北国际机场,HRB,KHN,15:25,取消,19:00,取消,取消,3h35m,HRB,KHN,南昌,哈尔滨,2020-03-29
RY8952,江西航空,太平国际机场,昌北国际机场,HRB,KHN,18:00,17:57,21:40,21:09,到达,3h12m,HRB,KHN,南昌,哈尔滨,2020-03-29
MU2864,东方航空,长水国际机场,白莲机场,KMG,LZH,18:35,取消,20:15,取消,取消,1h40m,KMG,LZH,柳州,昆明,2020-03-29
3U2053,四川航空,滨海国际机场,兴凯湖机场,TSN,JXA,12:50,12:51,17:00,16:31,到达,3h40m,TSN,JXA,鸡西,天津,2020-03-29
G52925,华夏航空,滨海国际机场,兴凯湖机场,TSN,JXA,12:50,12:51,17:00,16:31,到达,3h40m,TSN,JXA,鸡西,天津,2020-03-29
SC3717,山东航空,滨海国际机场,兴凯湖机场,TSN,JXA,12:50,12:51,17:00,16:31,到达,3h40m,TSN,JXA,鸡西,天津,2020-03-29
CZ9238,南方航空,浦东国际机场,邯郸机场,PVG,HDG,06:40,06:56,09:05,08:45,到达,1h49m,SHA,HDG,邯郸,上海,2020-03-29
MU5637,东方航空,浦东国际机场,邯郸机场,PVG,HDG,06:40,06:56,09:05,08:45,到达,1h49m,SHA,HDG,邯郸,上海,2020-03-29
GX8841,北部湾航空,吴圩国际机场,青山机场,NNG,XIC,15:50,16:11,17:45,17:57,到达,1h46m,NNG,XIC,西昌,南宁,2020-03-29
ZH9273,深圳航空,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
HO5084,吉祥航空,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
CA3567,中国国航,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
TV6691,西藏航空,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
SC9273,山东航空,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
KY9273,昆明航空,咸阳国际机场,临沂启阳机场,XIY,LYI,09:10,取消,11:10,取消,取消,2h0m,SIA,LYI,临沂,西安,2020-03-29
MF8355,厦门航空,滨海国际机场,金湾机场,TSN,ZUH,08:10,取消,13:40,取消,取消,5h30m,TSN,ZUH,珠海,天津,2020-03-29
CZ5868,南方航空,滨海国际机场,金湾机场,TSN,ZUH,08:10,取消,13:40,取消,取消,5h30m,TSN,ZUH,珠海,天津,2020-03-29
NS8355,河北航空,滨海国际机场,金湾机场,TSN,ZUH,08:10,取消,13:40,取消,取消,5h30m,TSN,ZUH,珠海,天津,2020-03-29
CA8703,中国国航,滨海国际机场,金湾机场,TSN,ZUH,11:40,取消,15:25,取消,取消,3h45m,TSN,ZUH,珠海,天津,2020-03-29
ZH3047,深圳航空,滨海国际机场,金湾机场,TSN,ZUH,11:40,取消,15:25,取消,取消,3h45m,TSN,ZUH,珠海,天津,2020-03-29
G58495,华夏航空,滨海国际机场,金湾机场,TSN,ZUH,11:40,取消,15:25,取消,取消,3h45m,TSN,ZUH,珠海,天津,2020-03-29
SC2265,山东航空,滨海国际机场,金湾机场,TSN,ZUH,11:40,取消,15:25,取消,取消,3h45m,TSN,ZUH,珠海,天津,2020-03-29
G58326,华夏航空,滨海国际机场,金湾机场,TSN,ZUH,16:05,取消,19:35,取消,取消,3h30m,TSN,ZUH,珠海,天津,2020-03-29
SC4819,山东航空,滨海国际机场,金湾机场,TSN,ZUH,16:05,取消,19:35,取消,取消,3h30m,TSN,ZUH,珠海,天津,2020-03-29
CA4819,中国国航,滨海国际机场,金湾机场,TSN,ZUH,16:05,取消,19:35,取消,取消,3h30m,TSN,ZUH,珠海,天津,2020-03-29
CA3641,中国国航,宝安国际机场,扬州泰州机场,SZX,YTY,13:05,13:10,15:20,15:02,到达,1h52m,SZX,YTY,扬州,深圳,2020-03-29
KY9631,昆明航空,宝安国际机场,扬州泰州机场,SZX,YTY,13:05,13:10,15:20,15:02,到达,1h52m,SZX,YTY,扬州,深圳,2020-03-29
ZH9631,深圳航空,宝安国际机场,扬州泰州机场,SZX,YTY,13:05,13:10,15:20,15:02,到达,1h52m,SZX,YTY,扬州,深圳,2020-03-29
HO5112,吉祥航空,宝安国际机场,扬州泰州机场,SZX,YTY,13:05,13:10,15:20,15:02,到达,1h52m,SZX,YTY,扬州,深圳,2020-03-29
CA3631,中国国航,宝安国际机场,扬州泰州机场,SZX,YTY,18:10,取消,20:25,取消,取消,2h15m,SZX,YTY,扬州,深圳,2020-03-29
ZH9609,深圳航空,宝安国际机场,扬州泰州机场,SZX,YTY,18:10,取消,20:25,取消,取消,2h15m,SZX,YTY,扬州,深圳,2020-03-29
KY9609,昆明航空,宝安国际机场,扬州泰州机场,SZX,YTY,18:10,取消,20:25,取消,取消,2h15m,SZX,YTY,扬州,深圳,2020-03-29
HO5106,吉祥航空,宝安国际机场,扬州泰州机场,SZX,YTY,18:10,取消,20:25,取消,取消,2h15m,SZX,YTY,扬州,深圳,2020-03-29
JD5669,首都航空,屯溪机场,桃仙国际机场,TXN,SHE,12:30,取消,15:20,取消,取消,2h50m,TXN,SHE,沈阳,黄山,2020-03-29
SC4773,山东航空,流亭国际机场,萧山国际机场,TAO,HGH,07:10,取消,08:50,取消,取消,1h40m,TAO,HGH,杭州,青岛,2020-03-29
CA4773,中国国航,流亭国际机场,萧山国际机场,TAO,HGH,07:10,取消,08:50,取消,取消,1h40m,TAO,HGH,杭州,青岛,2020-03-29
MU5537,东方航空,流亭国际机场,萧山国际机场,TAO,HGH,07:45,取消,09:30,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
CZ5845,南方航空,流亭国际机场,萧山国际机场,TAO,HGH,11:50,11:47,13:35,13:14,到达,1h27m,TAO,HGH,杭州,青岛,2020-03-29
3U4130,四川航空,流亭国际机场,萧山国际机场,TAO,HGH,11:50,11:47,13:35,13:14,到达,1h27m,TAO,HGH,杭州,青岛,2020-03-29
MU8551,东方航空,流亭国际机场,萧山国际机场,TAO,HGH,11:50,11:47,13:35,13:14,到达,1h27m,TAO,HGH,杭州,青岛,2020-03-29
NS8536,河北航空,流亭国际机场,萧山国际机场,TAO,HGH,11:50,11:47,13:35,13:14,到达,1h27m,TAO,HGH,杭州,青岛,2020-03-29
MF8536,厦门航空,流亭国际机场,萧山国际机场,TAO,HGH,11:50,11:47,13:35,13:14,到达,1h27m,TAO,HGH,杭州,青岛,2020-03-29
SC4775,山东航空,流亭国际机场,萧山国际机场,TAO,HGH,17:10,17:15,19:05,18:34,到达,1h19m,TAO,HGH,杭州,青岛,2020-03-29
CA4775,中国国航,流亭国际机场,萧山国际机场,TAO,HGH,17:10,17:15,19:05,18:34,到达,1h19m,TAO,HGH,杭州,青岛,2020-03-29
MU2381,东方航空,流亭国际机场,萧山国际机场,TAO,HGH,18:50,取消,20:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
NS8534,河北航空,流亭国际机场,萧山国际机场,TAO,HGH,20:50,取消,22:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
CZ5843,南方航空,流亭国际机场,萧山国际机场,TAO,HGH,20:50,取消,22:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
MF8534,厦门航空,流亭国际机场,萧山国际机场,TAO,HGH,20:50,取消,22:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
MU8549,东方航空,流亭国际机场,萧山国际机场,TAO,HGH,20:50,取消,22:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
3U4128,四川航空,流亭国际机场,萧山国际机场,TAO,HGH,20:50,取消,22:35,取消,取消,1h45m,TAO,HGH,杭州,青岛,2020-03-29
EU6673,成都航空,双流国际机场,普陀山机场,CTU,HSN,13:05,13:21,17:35,16:53,到达,3h32m,CTU,HSN,舟山,成都,2020-03-29
3U2549,四川航空,双流国际机场,普陀山机场,CTU,HSN,13:05,13:21,17:35,16:53,到达,3h32m,CTU,HSN,舟山,成都,2020-03-29
MU9707,东方航空,昭通机场,首都国际机场,ZAT,PEK,15:10,15:01,18:20,17:52,到达,2h51m,ZAT,BJS,北京,昭通,2020-03-29
HU7302,海南航空,金湾机场,周水子国际机场,ZUH,DLC,14:15,取消,19:20,取消,取消,5h5m,ZUH,DLC,大连,珠海,2020-03-29
GJ8953,长龙航空,金湾机场,周水子国际机场,ZUH,DLC,16:30,取消,21:15,取消,取消,4h45m,ZUH,DLC,大连,珠海,2020-03-29
SC4639,山东航空,南郊机场,三义机场,MIG,LJG,11:40,11:30,13:15,12:51,到达,1h21m,MIG,LJG,丽江,绵阳,2020-03-29
CA4639,中国国航,南郊机场,三义机场,MIG,LJG,11:40,11:30,13:15,12:51,到达,1h21m,MIG,LJG,丽江,绵阳,2020-03-29
SC1505,山东航空,首都国际机场,长乐国际机场,PEK,FOC,07:25,07:21,10:25,09:59,到达,2h38m,BJS,FOC,福州,北京,2020-03-29
CA1505,中国国航,首都国际机场,长乐国际机场,PEK,FOC,07:25,07:21,10:25,09:59,到达,2h38m,BJS,FOC,福州,北京,2020-03-29
ZH1505,深圳航空,首都国际机场,长乐国际机场,PEK,FOC,07:25,07:21,10:25,09:59,到达,2h38m,BJS,FOC,福州,北京,2020-03-29
NS8116,河北航空,大兴国际机场,长乐国际机场,PKX,FOC,10:00,10:12,13:00,12:34,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
MF8116,厦门航空,大兴国际机场,长乐国际机场,PKX,FOC,10:00,10:12,13:00,12:34,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
CZ5049,南方航空,大兴国际机场,长乐国际机场,PKX,FOC,10:00,10:12,13:00,12:34,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
CA4758,中国国航,首都国际机场,长乐国际机场,PEK,FOC,11:55,11:50,14:55,14:23,到达,2h33m,BJS,FOC,福州,北京,2020-03-29
SC4758,山东航空,首都国际机场,长乐国际机场,PEK,FOC,11:55,11:50,14:55,14:23,到达,2h33m,BJS,FOC,福州,北京,2020-03-29
NS8166,河北航空,大兴国际机场,长乐国际机场,PKX,FOC,13:25,取消,16:15,取消,取消,2h50m,BJS,FOC,福州,北京,2020-03-29
CZ5069,南方航空,大兴国际机场,长乐国际机场,PKX,FOC,13:25,取消,16:15,取消,取消,2h50m,BJS,FOC,福州,北京,2020-03-29
MF8166,厦门航空,大兴国际机场,长乐国际机场,PKX,FOC,13:25,取消,16:15,取消,取消,2h50m,BJS,FOC,福州,北京,2020-03-29
NS8108,河北航空,大兴国际机场,长乐国际机场,PKX,FOC,16:00,16:07,18:55,18:29,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
MF8108,厦门航空,大兴国际机场,长乐国际机场,PKX,FOC,16:00,16:07,18:55,18:29,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
CZ5043,南方航空,大兴国际机场,长乐国际机场,PKX,FOC,16:00,16:07,18:55,18:29,到达,2h22m,BJS,FOC,福州,北京,2020-03-29
SC1807,山东航空,首都国际机场,长乐国际机场,PEK,FOC,16:25,取消,19:20,取消,取消,2h55m,BJS,FOC,福州,北京,2020-03-29
ZH1807,深圳航空,首都国际机场,长乐国际机场,PEK,FOC,16:25,取消,19:20,取消,取消,2h55m,BJS,FOC,福州,北京,2020-03-29
ZH1317,深圳航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:23,10:50,10:09,到达,2h46m,TSN,CAN,广州,天津,2020-03-29
G58009,华夏航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:23,10:50,10:09,到达,2h46m,TSN,CAN,广州,天津,2020-03-29
CA1317,中国国航,滨海国际机场,白云国际机场,TSN,CAN,07:25,07:23,10:50,10:09,到达,2h46m,TSN,CAN,广州,天津,2020-03-29
CZ5113,南方航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,广州,天津,2020-03-29
NS8313,河北航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,广州,天津,2020-03-29
MF8313,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,07:25,取消,10:40,取消,取消,3h15m,TSN,CAN,广州,天津,2020-03-29
GS7895,天津航空,滨海国际机场,白云国际机场,TSN,CAN,11:20,取消,14:40,取消,取消,3h20m,TSN,CAN,广州,天津,2020-03-29
CZ3134,南方航空,滨海国际机场,白云国际机场,TSN,CAN,12:15,12:25,15:30,14:59,到达,2h34m,TSN,CAN,广州,天津,2020-03-29
MF1031,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,12:15,12:25,15:30,14:59,到达,2h34m,TSN,CAN,广州,天津,2020-03-29
CZ3302,南方航空,滨海国际机场,白云国际机场,TSN,CAN,14:55,14:52,18:10,17:26,到达,2h34m,TSN,CAN,广州,天津,2020-03-29
MF1129,厦门航空,滨海国际机场,白云国际机场,TSN,CAN,14:55,14:52,18:10,17:26,到达,2h34m,TSN,CAN,广州,天津,2020-03-29
CA1387,中国国航,滨海国际机场,白云国际机场,TSN,CAN,15:35,15:34,18:50,18:12,到达,2h38m,TSN,CAN,广州,天津,2020-03-29
G58013,华夏航空,滨海国际机场,白云国际机场,TSN,CAN,15:35,15:34,18:50,18:12,到达,2h38m,TSN,CAN,广州,天津,2020-03-29
ZH1387,深圳航空,滨海国际机场,白云国际机场,TSN,CAN,15:35,15:34,18:50,18:12,到达,2h38m,TSN,CAN,广州,天津,2020-03-29
CZ3136,南方航空,滨海国际机场,白云国际机场,TSN,CAN,20:35,取消,23:40,取消,取消,3h5m,TSN,CAN,广州,天津,2020-03-29
AQ1056,九元航空,滨海国际机场,白云国际机场,TSN,CAN,21:05,取消,00:25+1,取消,取消,3h20m,TSN,CAN,广州,天津,2020-03-29
MU5854,东方航空,湛江机场,长水国际机场,ZHA,KMG,10:40,取消,12:30,取消,取消,1h50m,ZHA,KMG,昆明,湛江,2020-03-29
8L9874,祥鹏航空,湛江机场,长水国际机场,ZHA,KMG,19:00,18:51,21:00,20:24,到达,1h33m,ZHA,KMG,昆明,湛江,2020-03-29
MU5856,东方航空,湛江机场,长水国际机场,ZHA,KMG,22:10,取消,00:05+1,取消,取消,1h55m,ZHA,KMG,昆明,湛江,2020-03-29
A67225,红土航空,昌北国际机场,禄口国际机场,KHN,NKG,15:25,取消,19:00,取消,取消,3h35m,KHN,NKG,南京,南昌,2020-03-29
CZ6741,南方航空,义乌机场,龙嘉国际机场,YIW,CGQ,15:20,取消,18:15,取消,取消,2h55m,YIW,CGQ,长春,义乌,2020-03-29
ZH1660,深圳航空,三家子机场,首都国际机场,NDG,PEK,09:30,取消,11:35,取消,取消,2h5m,NDG,BJS,北京,齐齐哈尔,2020-03-29
CA1660,中国国航,三家子机场,首都国际机场,NDG,PEK,09:30,取消,11:35,取消,取消,2h5m,NDG,BJS,北京,齐齐哈尔,2020-03-29
KN2268,中国联合航空,三家子机场,大兴国际机场,NDG,PKX,19:30,19:18,21:40,21:07,到达,1h49m,NDG,BJS,北京,齐齐哈尔,2020-03-29
MU3593,东方航空,三家子机场,大兴国际机场,NDG,PKX,19:30,19:18,21:40,21:07,到达,1h49m,NDG,BJS,北京,齐齐哈尔,2020-03-29
CZ4922,南方航空,沙坡头机场,首都国际机场,ZHY,PEK,21:05,取消,23:05,取消,取消,2h0m,ZHY,BJS,北京,中卫,2020-03-29
3U8210,四川航空,沙坡头机场,首都国际机场,ZHY,PEK,21:05,取消,23:05,取消,取消,2h0m,ZHY,BJS,北京,中卫,2020-03-29
ZH1117,深圳航空,首都国际机场,白塔国际机场,PEK,HET,09:00,08:56,10:25,09:49,到达,0h53m,BJS,HET,呼和浩特,北京,2020-03-29
CA1117,中国国航,首都国际机场,白塔国际机场,PEK,HET,09:00,08:56,10:25,09:49,到达,0h53m,BJS,HET,呼和浩特,北京,2020-03-29
ZH1105,深圳航空,首都国际机场,白塔国际机场,PEK,HET,16:25,取消,17:50,取消,取消,1h25m,BJS,HET,呼和浩特,北京,2020-03-29
CA1105,中国国航,首都国际机场,白塔国际机场,PEK,HET,16:25,取消,17:50,取消,取消,1h25m,BJS,HET,呼和浩特,北京,2020-03-29
ZH1101,深圳航空,首都国际机场,白塔国际机场,PEK,HET,19:35,19:34,20:55,20:23,到达,0h49m,BJS,HET,呼和浩特,北京,2020-03-29
CA1101,中国国航,首都国际机场,白塔国际机场,PEK,HET,19:35,19:34,20:55,20:23,到达,0h49m,BJS,HET,呼和浩特,北京,2020-03-29
G58205,华夏航空,首都国际机场,白塔国际机场,PEK,HET,19:35,19:34,20:55,20:23,到达,0h49m,BJS,HET,呼和浩特,北京,2020-03-29
CA4020,中国国航,白塔埠机场,江北国际机场,LYG,CKG,11:20,11:27,13:55,13:46,到达,2h19m,LYG,CKG,重庆,连云港,2020-03-29
ZH4020,深圳航空,白塔埠机场,江北国际机场,LYG,CKG,11:20,11:27,13:55,13:46,到达,2h19m,LYG,CKG,重庆,连云港,2020-03-29
ZH4701,深圳航空,滨海国际机场,伊宁机场,TSN,YIN,07:20,07:35,14:15,14:24,到达,6h49m,TSN,YIN,伊宁,天津,2020-03-29
CA8121,中国国航,滨海国际机场,伊宁机场,TSN,YIN,07:20,07:35,14:15,14:24,到达,6h49m,TSN,YIN,伊宁,天津,2020-03-29
8L9638,祥鹏航空,新郑国际机场,兴义机场,CGO,ACX,14:00,取消,16:40,取消,取消,2h40m,CGO,ACX,兴义,郑州,2020-03-29
KY9267,昆明航空,咸阳国际机场,路桥机场,XIY,HYN,06:35,06:51,09:25,09:07,到达,2h16m,SIA,HYN,台州,西安,2020-03-29
HO5010,吉祥航空,咸阳国际机场,路桥机场,XIY,HYN,06:35,06:51,09:25,09:07,到达,2h16m,SIA,HYN,台州,西安,2020-03-29
CA3545,中国国航,咸阳国际机场,路桥机场,XIY,HYN,06:35,06:51,09:25,09:07,到达,2h16m,SIA,HYN,台州,西安,2020-03-29
ZH9267,深圳航空,咸阳国际机场,路桥机场,XIY,HYN,06:35,06:51,09:25,09:07,到达,2h16m,SIA,HYN,台州,西安,2020-03-29
TV6609,西藏航空,咸阳国际机场,路桥机场,XIY,HYN,06:35,06:51,09:25,09:07,到达,2h16m,SIA,HYN,台州,西安,2020-03-29
9H8377,长安航空,咸阳国际机场,路桥机场,XIY,HYN,15:05,取消,19:20,取消,取消,4h15m,SIA,HYN,台州,西安,2020-03-29
G58663,华夏航空,双流国际机场,亚丁机场,CTU,DCY,07:20,07:27,08:30,08:18,到达,0h51m,CTU,DCY,稻城,成都,2020-03-29
3U8005,四川航空,双流国际机场,亚丁机场,CTU,DCY,07:20,07:27,08:30,08:18,到达,0h51m,CTU,DCY,稻城,成都,2020-03-29
CZ4932,南方航空,美兰国际机场,龙湾国际机场,HAK,WNZ,16:05,16:12,18:20,18:03,到达,1h51m,HAK,WNZ,温州,海口,2020-03-29
MF5024,厦门航空,美兰国际机场,龙湾国际机场,HAK,WNZ,16:05,16:12,18:20,18:03,到达,1h51m,HAK,WNZ,温州,海口,2020-03-29
3U8308,四川航空,美兰国际机场,龙湾国际机场,HAK,WNZ,16:05,16:12,18:20,18:03,到达,1h51m,HAK,WNZ,温州,海口,2020-03-29
ZH3536,深圳航空,美兰国际机场,龙湾国际机场,HAK,WNZ,16:05,16:12,18:20,18:03,到达,1h51m,HAK,WNZ,温州,海口,2020-03-29
HU7310,海南航空,武宿国际机场,白云国际机场,TYN,CAN,07:15,07:16,10:05,09:50,到达,2h34m,TYN,CAN,广州,太原,2020-03-29
MU5251,东方航空,武宿国际机场,白云国际机场,TYN,CAN,07:50,07:38,10:40,10:14,到达,2h36m,TYN,CAN,广州,太原,2020-03-29
G58552,华夏航空,武宿国际机场,白云国际机场,TYN,CAN,07:50,07:38,10:40,10:14,到达,2h36m,TYN,CAN,广州,太原,2020-03-29
CZ9222,南方航空,武宿国际机场,白云国际机场,TYN,CAN,07:50,07:38,10:40,10:14,到达,2h36m,TYN,CAN,广州,太原,2020-03-29
MU3278,东方航空,武宿国际机场,白云国际机场,TYN,CAN,11:40,取消,14:35,取消,取消,2h55m,TYN,CAN,广州,太原,2020-03-29
CZ3702,南方航空,武宿国际机场,白云国际机场,TYN,CAN,11:40,取消,14:35,取消,取消,2h55m,TYN,CAN,广州,太原,2020-03-29
MF1354,厦门航空,武宿国际机场,白云国际机场,TYN,CAN,11:40,取消,14:35,取消,取消,2h55m,TYN,CAN,广州,太原,2020-03-29
CZ3530,南方航空,武宿国际机场,白云国际机场,TYN,CAN,13:50,13:55,16:40,16:20,到达,2h25m,TYN,CAN,广州,太原,2020-03-29
MF1252,厦门航空,武宿国际机场,白云国际机场,TYN,CAN,13:50,13:55,16:40,16:20,到达,2h25m,TYN,CAN,广州,太原,2020-03-29
MU3276,东方航空,武宿国际机场,白云国际机场,TYN,CAN,13:50,13:55,16:40,16:20,到达,2h25m,TYN,CAN,广州,太原,2020-03-29
MF1065,厦门航空,武宿国际机场,白云国际机场,TYN,CAN,19:00,18:53,21:50,21:13,到达,2h20m,TYN,CAN,广州,太原,2020-03-29
CZ3176,南方航空,武宿国际机场,白云国际机场,TYN,CAN,19:00,18:53,21:50,21:13,到达,2h20m,TYN,CAN,广州,太原,2020-03-29
ZH9338,深圳航空,刘集机场,宝安国际机场,XFN,SZX,06:00,05:49,08:00,07:28,到达,1h39m,XFN,SZX,深圳,襄阳,2020-03-29
KY9338,昆明航空,刘集机场,宝安国际机场,XFN,SZX,06:00,05:49,08:00,07:28,到达,1h39m,XFN,SZX,深圳,襄阳,2020-03-29
CA3478,中国国航,刘集机场,宝安国际机场,XFN,SZX,06:00,05:49,08:00,07:28,到达,1h39m,XFN,SZX,深圳,襄阳,2020-03-29
CZ6703,南方航空,义乌机场,金湾机场,YIW,ZUH,08:00,取消,10:05,取消,取消,2h5m,YIW,ZUH,珠海,义乌,2020-03-29
MU2731,东方航空,苏南硕放国际机场,首都国际机场,WUX,PEK,07:15,取消,09:20,取消,取消,2h5m,WUX,BJS,北京,无锡,2020-03-29
CZ9107,南方航空,苏南硕放国际机场,首都国际机场,WUX,PEK,07:15,取消,09:20,取消,取消,2h5m,WUX,BJS,北京,无锡,2020-03-29
HO5061,吉祥航空,苏南硕放国际机场,首都国际机场,WUX,PEK,09:35,取消,11:35,取消,取消,2h0m,WUX,BJS,北京,无锡,2020-03-29
ZH9158,深圳航空,苏南硕放国际机场,首都国际机场,WUX,PEK,09:35,取消,11:35,取消,取消,2h0m,WUX,BJS,北京,无锡,2020-03-29
CA3458,中国国航,苏南硕放国际机场,首都国际机场,WUX,PEK,09:35,取消,11:35,取消,取消,2h0m,WUX,BJS,北京,无锡,2020-03-29
KY9158,昆明航空,苏南硕放国际机场,首都国际机场,WUX,PEK,09:35,取消,11:35,取消,取消,2h0m,WUX,BJS,北京,无锡,2020-03-29
CZ9108,南方航空,苏南硕放国际机场,首都国际机场,WUX,PEK,19:55,取消,22:05,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
MU2949,东方航空,苏南硕放国际机场,首都国际机场,WUX,PEK,19:55,取消,22:05,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
ZH9160,深圳航空,苏南硕放国际机场,首都国际机场,WUX,PEK,23:10,取消,01:20+1,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
KY9160,昆明航空,苏南硕放国际机场,首都国际机场,WUX,PEK,23:10,取消,01:20+1,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
CA3360,中国国航,苏南硕放国际机场,首都国际机场,WUX,PEK,23:10,取消,01:20+1,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
HO5063,吉祥航空,苏南硕放国际机场,首都国际机场,WUX,PEK,23:10,取消,01:20+1,取消,取消,2h10m,WUX,BJS,北京,无锡,2020-03-29
