航班号,航空公司,起飞机场,到达机场,起飞机场三字码,到达机场三字码,计划起飞时间,实际起飞时间,计划到达时间,实际到达时间,状态,时长,起飞城市三字码,到达城市三字码,起飞城市,到达城市,日期
9C8538,春秋航空,萧山国际机场,潮汕机场,HGH,SWA,23:05,取消,01:05+1,取消,取消,2h0m,HGH,SWA,揭阳,杭州,2020-03-31
MU2249,东方航空,中川机场,长水国际机场,LHW,KMG,07:50,07:43,10:05,09:40,到达,1h57m,LHW,KMG,昆明,兰州,2020-03-31
DR5355,瑞丽航空,中川机场,长水国际机场,LHW,KMG,08:40,取消,11:05,取消,取消,2h25m,LHW,KMG,昆明,兰州,2020-03-31
3U8514,四川航空,中川机场,长水国际机场,LHW,KMG,12:10,取消,16:50,取消,取消,4h40m,LHW,KMG,昆明,兰州,2020-03-31
CZ4954,南方航空,中川机场,长水国际机场,LHW,KMG,12:10,取消,16:50,取消,取消,4h40m,LHW,KMG,昆明,兰州,2020-03-31
MU3972,东方航空,中川机场,长水国际机场,LHW,KMG,12:10,取消,16:50,取消,取消,4h40m,LHW,KMG,昆明,兰州,2020-03-31
G58606,华夏航空,中川机场,长水国际机场,LHW,KMG,12:10,取消,16:50,取消,取消,4h40m,LHW,KMG,昆明,兰州,2020-03-31
8L9992,祥鹏航空,中川机场,长水国际机场,LHW,KMG,22:15,22:22,00:35+1,00:23+1,到达,2h1m,LHW,KMG,昆明,兰州,2020-03-31
HO3470,吉祥航空,五台山机场,太平国际机场,WUT,HRB,10:05,10:05,12:35,12:12,到达,2h7m,WUT,HRB,哈尔滨,忻州,2020-03-31
EU2221,成都航空,五台山机场,太平国际机场,WUT,HRB,10:05,10:05,12:35,12:12,到达,2h7m,WUT,HRB,哈尔滨,忻州,2020-03-31
MU3940,东方航空,云龙机场,咸阳国际机场,LZO,XIY,16:45,取消,18:25,取消,取消,1h40m,LZO,SIA,西安,泸州,2020-03-31
3U8200,四川航空,云龙机场,咸阳国际机场,LZO,XIY,16:45,取消,18:25,取消,取消,1h40m,LZO,SIA,西安,泸州,2020-03-31
CA4547,中国国航,滨海国际机场,三源浦机场,TSN,TNH,11:55,11:52,13:45,13:09,到达,1h17m,TSN,TNH,通化,天津,2020-03-31
ZH4547,深圳航空,滨海国际机场,三源浦机场,TSN,TNH,11:55,11:52,13:45,13:09,到达,1h17m,TSN,TNH,通化,天津,2020-03-31
CA4032,中国国航,克拉玛依机场,双流国际机场,KRY,CTU,18:15,18:08,21:55,21:19,到达,3h11m,KRY,CTU,成都,克拉玛依,2020-03-31
G58263,华夏航空,克拉玛依机场,双流国际机场,KRY,CTU,18:15,18:08,21:55,21:19,到达,3h11m,KRY,CTU,成都,克拉玛依,2020-03-31
ZH4032,深圳航空,克拉玛依机场,双流国际机场,KRY,CTU,18:15,18:08,21:55,21:19,到达,3h11m,KRY,CTU,成都,克拉玛依,2020-03-31
HU7029,海南航空,晋江机场,观音机场,JJN,XUZ,09:35,09:44,11:30,11:13,到达,1h29m,JJN,XUZ,徐州,泉州,2020-03-31
SC3721,山东航空,江北国际机场,曲阜机场,CKG,JNG,19:55,19:59,21:50,21:44,到达,1h45m,CKG,JNG,济宁,重庆,2020-03-31
G54859,华夏航空,江北国际机场,曲阜机场,CKG,JNG,19:55,19:59,21:50,21:44,到达,1h45m,CKG,JNG,济宁,重庆,2020-03-31
KY3030,昆明航空,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:32,13:40,13:28,到达,1h56m,JHG,CSX,长沙,西双版纳,2020-03-31
ZH5430,深圳航空,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:32,13:40,13:28,到达,1h56m,JHG,CSX,长沙,西双版纳,2020-03-31
CA5798,中国国航,嘎洒国际机场,黄花国际机场,JHG,CSX,11:30,11:32,13:40,13:28,到达,1h56m,JHG,CSX,长沙,西双版纳,2020-03-31
ZH5428,深圳航空,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,长沙,西双版纳,2020-03-31
CA5796,中国国航,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,长沙,西双版纳,2020-03-31
KY3028,昆明航空,嘎洒国际机场,黄花国际机场,JHG,CSX,22:25,取消,00:35+1,取消,取消,2h10m,JHG,CSX,长沙,西双版纳,2020-03-31
MU2929,东方航空,苏南硕放国际机场,桃仙国际机场,WUX,SHE,07:35,07:38,09:50,09:29,到达,1h51m,WUX,SHE,沈阳,无锡,2020-03-31
G58701,华夏航空,咸阳国际机场,五粮液机场,XIY,YBP,07:50,07:46,09:35,09:07,到达,1h21m,SIA,YBP,宜宾,西安,2020-03-31
3U8537,四川航空,咸阳国际机场,五粮液机场,XIY,YBP,07:50,07:46,09:35,09:07,到达,1h21m,SIA,YBP,宜宾,西安,2020-03-31
MU3983,东方航空,咸阳国际机场,五粮液机场,XIY,YBP,07:50,07:46,09:35,09:07,到达,1h21m,SIA,YBP,宜宾,西安,2020-03-31
CZ6949,南方航空,地窝堡国际机场,长水国际机场,URC,KMG,09:05,09:00,15:40,15:16,到达,6h16m,URC,KMG,昆明,乌鲁木齐,2020-03-31
3U1201,四川航空,地窝堡国际机场,长水国际机场,URC,KMG,09:05,09:00,15:40,15:16,到达,6h16m,URC,KMG,昆明,乌鲁木齐,2020-03-31
MU5562,东方航空,地窝堡国际机场,长水国际机场,URC,KMG,17:20,17:15,22:00,21:15,到达,4h0m,URC,KMG,昆明,乌鲁木齐,2020-03-31
8L9992,祥鹏航空,地窝堡国际机场,长水国际机场,URC,KMG,18:20,18:47,00:35+1,00:23+1,到达,5h36m,URC,KMG,昆明,乌鲁木齐,2020-03-31
HO5057,吉祥航空,三峡机场,平潭机场,YIH,HUZ,10:50,取消,12:55,取消,取消,2h5m,YIH,HUZ,惠州,宜昌,2020-03-31
ZH8946,深圳航空,三峡机场,平潭机场,YIH,HUZ,10:50,取消,12:55,取消,取消,2h5m,YIH,HUZ,惠州,宜昌,2020-03-31
CA41,中国国航,首都国际机场,天河国际机场,PEK,WUH,08:30,08:32,10:50,10:33,到达,2h1m,BJS,WUH,武汉,北京,2020-03-31
MU3306,东方航空,首都国际机场,天河国际机场,PEK,WUH,11:35,取消,14:00,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
MF1020,厦门航空,首都国际机场,天河国际机场,PEK,WUH,11:35,取消,14:00,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
CZ3118,南方航空,首都国际机场,天河国际机场,PEK,WUH,11:35,取消,14:00,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
NZ3865,新西兰航空,首都国际机场,天河国际机场,PEK,WUH,12:45,取消,15:15,取消,取消,2h30m,BJS,WUH,武汉,北京,2020-03-31
ZH4743,深圳航空,首都国际机场,天河国际机场,PEK,WUH,12:45,取消,15:15,取消,取消,2h30m,BJS,WUH,武汉,北京,2020-03-31
CA8206,中国国航,首都国际机场,天河国际机场,PEK,WUH,12:45,取消,15:15,取消,取消,2h30m,BJS,WUH,武汉,北京,2020-03-31
MF1035,厦门航空,首都国际机场,天河国际机场,PEK,WUH,15:20,取消,17:40,取消,取消,2h20m,BJS,WUH,武汉,北京,2020-03-31
MU3308,东方航空,首都国际机场,天河国际机场,PEK,WUH,15:20,取消,17:40,取消,取消,2h20m,BJS,WUH,武汉,北京,2020-03-31
CZ3138,南方航空,首都国际机场,天河国际机场,PEK,WUH,15:20,取消,17:40,取消,取消,2h20m,BJS,WUH,武汉,北京,2020-03-31
MU3310,东方航空,首都国际机场,天河国际机场,PEK,WUH,19:15,取消,21:40,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
MF1037,厦门航空,首都国际机场,天河国际机场,PEK,WUH,19:15,取消,21:40,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
CZ3140,南方航空,首都国际机场,天河国际机场,PEK,WUH,19:15,取消,21:40,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
MU3314,东方航空,首都国际机场,天河国际机场,PEK,WUH,22:30,取消,00:55+1,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
CZ6586,南方航空,首都国际机场,天河国际机场,PEK,WUH,22:30,取消,00:55+1,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
MF1647,厦门航空,首都国际机场,天河国际机场,PEK,WUH,22:30,取消,00:55+1,取消,取消,2h25m,BJS,WUH,武汉,北京,2020-03-31
SC4727,山东航空,禄口国际机场,两江国际机场,NKG,KWL,10:50,取消,13:15,取消,取消,2h25m,NKG,KWL,桂林,南京,2020-03-31
CA4727,中国国航,禄口国际机场,两江国际机场,NKG,KWL,10:50,取消,13:15,取消,取消,2h25m,NKG,KWL,桂林,南京,2020-03-31
G58334,华夏航空,禄口国际机场,两江国际机场,NKG,KWL,10:50,取消,13:15,取消,取消,2h25m,NKG,KWL,桂林,南京,2020-03-31
QW6013,青岛航空,禄口国际机场,两江国际机场,NKG,KWL,10:55,11:09,13:10,13:21,到达,2h12m,NKG,KWL,桂林,南京,2020-03-31
HO1745,吉祥航空,禄口国际机场,两江国际机场,NKG,KWL,12:55,取消,15:10,取消,取消,2h15m,NKG,KWL,桂林,南京,2020-03-31
MF7008,厦门航空,龙湾国际机场,正定国际机场,WNZ,SJW,10:35,取消,13:00,取消,取消,2h25m,WNZ,SJW,石家庄,温州,2020-03-31
NS3208,河北航空,龙湾国际机场,正定国际机场,WNZ,SJW,10:35,取消,13:00,取消,取消,2h25m,WNZ,SJW,石家庄,温州,2020-03-31
9C8666,春秋航空,龙湾国际机场,正定国际机场,WNZ,SJW,19:35,19:26,23:25,22:59,到达,3h33m,WNZ,SJW,石家庄,温州,2020-03-31
CZ6624,南方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,07:40,07:39,10:35,10:00,到达,2h21m,CGQ,NKG,南京,长春,2020-03-31
QW6009,青岛航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,10:15,10:06,12:55,12:37,到达,2h31m,CGQ,NKG,南京,长春,2020-03-31
CZ6511,南方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,11:05,11:02,13:50,13:18,到达,2h16m,CGQ,NKG,南京,长春,2020-03-31
AQ1034,九元航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,13:40,取消,16:35,取消,取消,2h55m,CGQ,NKG,南京,长春,2020-03-31
MU2922,东方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,14:15,取消,17:00,取消,取消,2h45m,CGQ,NKG,南京,长春,2020-03-31
ZH9382,深圳航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,15:55,取消,18:35,取消,取消,2h40m,CGQ,NKG,南京,长春,2020-03-31
HO3285,吉祥航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,15:55,取消,18:35,取消,取消,2h40m,CGQ,NKG,南京,长春,2020-03-31
KY9382,昆明航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,15:55,取消,18:35,取消,取消,2h40m,CGQ,NKG,南京,长春,2020-03-31
CA3682,中国国航,龙嘉国际机场,禄口国际机场,CGQ,NKG,15:55,取消,18:35,取消,取消,2h40m,CGQ,NKG,南京,长春,2020-03-31
CZ6406,南方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,16:00,取消,18:45,取消,取消,2h45m,CGQ,NKG,南京,长春,2020-03-31
CZ6668,南方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,16:20,16:16,19:15,18:38,到达,2h22m,CGQ,NKG,南京,长春,2020-03-31
DZ6258,东海航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,16:25,16:18,19:15,18:47,到达,2h29m,CGQ,NKG,南京,长春,2020-03-31
NS6066,河北航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,19:15,取消,21:50,取消,取消,2h35m,CGQ,NKG,南京,长春,2020-03-31
MU4104,东方航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,19:15,取消,21:50,取消,取消,2h35m,CGQ,NKG,南京,长春,2020-03-31
MF8066,厦门航空,龙嘉国际机场,禄口国际机场,CGQ,NKG,19:15,取消,21:50,取消,取消,2h35m,CGQ,NKG,南京,长春,2020-03-31
KY8711,昆明航空,晋江机场,吴圩国际机场,JJN,NNG,14:35,取消,16:50,取消,取消,2h15m,JJN,NNG,南宁,泉州,2020-03-31
ZH8711,深圳航空,晋江机场,吴圩国际机场,JJN,NNG,14:35,取消,16:50,取消,取消,2h15m,JJN,NNG,南宁,泉州,2020-03-31
GY7163,多彩航空,茅台机场,栎社国际机场,WMT,NGB,09:50,10:00,12:10,11:52,到达,1h52m,ZYI,NGB,宁波,遵义,2020-03-31
MU5261,东方航空,浦东国际机场,榆阳机场,PVG,UYN,18:00,18:02,20:55,20:27,到达,2h25m,SHA,UYN,榆林,上海,2020-03-31
HU7137,海南航空,首都国际机场,咸阳国际机场,PEK,XIY,06:35,取消,08:45,取消,取消,2h10m,BJS,SIA,西安,北京,2020-03-31
CA1231,中国国航,首都国际机场,咸阳国际机场,PEK,XIY,07:35,取消,09:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
ZH1231,深圳航空,首都国际机场,咸阳国际机场,PEK,XIY,07:35,取消,09:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
NZ3995,新西兰航空,首都国际机场,咸阳国际机场,PEK,XIY,07:35,取消,09:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
CZ3173,南方航空,首都国际机场,咸阳国际机场,PEK,XIY,07:50,取消,10:15,取消,取消,2h25m,BJS,SIA,西安,北京,2020-03-31
NZ3999,新西兰航空,首都国际机场,咸阳国际机场,PEK,XIY,08:45,08:39,11:05,10:34,到达,1h55m,BJS,SIA,西安,北京,2020-03-31
ZH1289,深圳航空,首都国际机场,咸阳国际机场,PEK,XIY,08:45,08:39,11:05,10:34,到达,1h55m,BJS,SIA,西安,北京,2020-03-31
CA1289,中国国航,首都国际机场,咸阳国际机场,PEK,XIY,08:45,08:39,11:05,10:34,到达,1h55m,BJS,SIA,西安,北京,2020-03-31
NS8031,河北航空,大兴国际机场,咸阳国际机场,PKX,XIY,09:15,取消,11:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
CZ9941,南方航空,大兴国际机场,咸阳国际机场,PKX,XIY,09:15,取消,11:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
MF7131,厦门航空,大兴国际机场,咸阳国际机场,PKX,XIY,09:15,取消,11:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
MU2106,东方航空,首都国际机场,咸阳国际机场,PEK,XIY,11:05,取消,13:25,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
MF3002,厦门航空,首都国际机场,咸阳国际机场,PEK,XIY,11:05,取消,13:25,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
CZ9120,南方航空,首都国际机场,咸阳国际机场,PEK,XIY,11:05,取消,13:25,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
HU7237,海南航空,首都国际机场,咸阳国际机场,PEK,XIY,11:50,11:54,14:25,13:48,到达,1h54m,BJS,SIA,西安,北京,2020-03-31
ZH1223,深圳航空,首都国际机场,咸阳国际机场,PEK,XIY,12:15,取消,14:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
CA1223,中国国航,首都国际机场,咸阳国际机场,PEK,XIY,12:15,取消,14:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
NZ3991,新西兰航空,首都国际机场,咸阳国际机场,PEK,XIY,12:15,取消,14:30,取消,取消,2h15m,BJS,SIA,西安,北京,2020-03-31
CZ9122,南方航空,首都国际机场,咸阳国际机场,PEK,XIY,12:20,取消,14:50,取消,取消,2h30m,BJS,SIA,西安,北京,2020-03-31
MF3004,厦门航空,首都国际机场,咸阳国际机场,PEK,XIY,12:20,取消,14:50,取消,取消,2h30m,BJS,SIA,西安,北京,2020-03-31
KL8768,荷兰皇家航空,首都国际机场,咸阳国际机场,PEK,XIY,12:20,取消,14:50,取消,计划,2h30m,BJS,SIA,西安,北京,2020-03-31
MU2108,东方航空,首都国际机场,咸阳国际机场,PEK,XIY,12:20,取消,14:50,取消,取消,2h30m,BJS,SIA,西安,北京,2020-03-31
MU2110,东方航空,首都国际机场,咸阳国际机场,PEK,XIY,14:05,取消,16:15,取消,取消,2h10m,BJS,SIA,西安,北京,2020-03-31
MF3006,厦门航空,首都国际机场,咸阳国际机场,PEK,XIY,14:05,取消,16:15,取消,取消,2h10m,BJS,SIA,西安,北京,2020-03-31
NZ3983,新西兰航空,首都国际机场,咸阳国际机场,PEK,XIY,14:35,取消,16:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
G58190,华夏航空,首都国际机场,咸阳国际机场,PEK,XIY,14:35,取消,16:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
CA1201,中国国航,首都国际机场,咸阳国际机场,PEK,XIY,14:35,取消,16:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
ZH1201,深圳航空,首都国际机场,咸阳国际机场,PEK,XIY,14:35,取消,16:55,取消,取消,2h20m,BJS,SIA,西安,北京,2020-03-31
CZ9119,南方航空,首都国际机场,咸阳国际机场,PEK,XIY,15:20,15:18,17:30,17:06,到达,1h48m,BJS,SIA,西安,北京,2020-03-31
MF3008,厦门航空,首都国际机场,咸阳国际机场,PEK,XIY,15:20,15:18,17:30,17:06,到达,1h48m,BJS,SIA,西安,北京,2020-03-31
MU2112,东方航空,首都国际机场,咸阳国际机场,PEK,XIY,15:20,15:18,17:30,17:06,到达,1h48m,BJS,SIA,西安,北京,2020-03-31
CZ9117,南方航空,首都国际机场,咸阳国际机场,PEK,XIY,17:00,17:07,19:25,19:02,到达,1h55m,BJS,SIA,西安,北京,2020-03-31
GJ8752,长龙航空,曹家堡机场,涟水机场,XNN,HIA,13:50,13:57,16:25,16:03,到达,2h6m,XNN,HIA,淮安,西宁,2020-03-31
CA1132,中国国航,呼伦贝尔东山国际机场,首都国际机场,HLD,PEK,09:35,09:27,11:45,11:29,到达,2h2m,HLD,BJS,北京,海拉尔,2020-03-31
ZH1132,深圳航空,呼伦贝尔东山国际机场,首都国际机场,HLD,PEK,09:35,09:27,11:45,11:29,到达,2h2m,HLD,BJS,北京,海拉尔,2020-03-31
HU7160,海南航空,呼伦贝尔东山国际机场,首都国际机场,HLD,PEK,10:05,取消,12:20,取消,取消,2h15m,HLD,BJS,北京,海拉尔,2020-03-31
KN2976,中国联合航空,呼伦贝尔东山国际机场,大兴国际机场,HLD,PKX,12:45,12:43,16:35,16:26,到达,3h43m,HLD,BJS,北京,海拉尔,2020-03-31
MU3574,东方航空,呼伦贝尔东山国际机场,大兴国际机场,HLD,PKX,12:45,12:43,16:35,16:26,到达,3h43m,HLD,BJS,北京,海拉尔,2020-03-31
GJ8782,长龙航空,阿克苏机场,新郑国际机场,AKU,CGO,09:25,09:20,13:45,13:09,到达,3h49m,AKU,CGO,郑州,阿克苏,2020-03-31
PN6250,西部航空,阿克苏机场,新郑国际机场,AKU,CGO,13:10,13:05,17:10,16:50,到达,3h45m,AKU,CGO,郑州,阿克苏,2020-03-31
FM9416,上海航空,白塔埠机场,虹桥国际机场,LYG,SHA,09:00,取消,10:10,取消,取消,1h10m,LYG,SHA,上海,连云港,2020-03-31
NS8213,河北航空,新郑国际机场,银川河东国际机场,CGO,INC,11:25,11:17,13:20,13:08,到达,1h51m,CGO,INC,银川,郑州,2020-03-31
MF8213,厦门航空,新郑国际机场,银川河东国际机场,CGO,INC,11:25,11:17,13:20,13:08,到达,1h51m,CGO,INC,银川,郑州,2020-03-31
HU7477,海南航空,新郑国际机场,银川河东国际机场,CGO,INC,13:10,13:10,15:05,14:56,到达,1h46m,CGO,INC,银川,郑州,2020-03-31
FM9137,上海航空,新郑国际机场,银川河东国际机场,CGO,INC,16:20,取消,18:20,取消,取消,2h0m,CGO,INC,银川,郑州,2020-03-31
MU9137,东方航空,新郑国际机场,银川河东国际机场,CGO,INC,16:20,取消,18:20,取消,取消,2h0m,CGO,INC,银川,郑州,2020-03-31
CZ3972,南方航空,新郑国际机场,银川河东国际机场,CGO,INC,19:25,取消,21:25,取消,取消,2h0m,CGO,INC,银川,郑州,2020-03-31
CZ8683,南方航空,黄花国际机场,栎社国际机场,CSX,NGB,10:35,10:36,12:05,11:48,到达,1h12m,CSX,NGB,宁波,长沙,2020-03-31
HU7335,海南航空,黄花国际机场,栎社国际机场,CSX,NGB,16:30,取消,18:10,取消,取消,1h40m,CSX,NGB,宁波,长沙,2020-03-31
GJ5002,长龙航空,邦达机场,咸阳国际机场,BPX,XIY,09:50,13:37,11:55,15:25,到达,1h48m,BPX,SIA,西安,昌都,2020-03-31
CA3908,中国国航,邦达机场,咸阳国际机场,BPX,XIY,09:50,13:37,11:55,15:25,到达,1h48m,BPX,SIA,西安,昌都,2020-03-31
ZH3976,深圳航空,邦达机场,咸阳国际机场,BPX,XIY,09:50,13:37,11:55,15:25,到达,1h48m,BPX,SIA,西安,昌都,2020-03-31
SC6010,山东航空,邦达机场,咸阳国际机场,BPX,XIY,09:50,13:37,11:55,15:25,到达,1h48m,BPX,SIA,西安,昌都,2020-03-31
TV6054,西藏航空,邦达机场,咸阳国际机场,BPX,XIY,09:50,13:37,11:55,15:25,到达,1h48m,BPX,SIA,西安,昌都,2020-03-31
DZ6276,东海航空,兴东国际机场,金湾机场,NTG,ZUH,17:55,取消,22:30,取消,取消,4h35m,NTG,ZUH,珠海,南通,2020-03-31
HU7204,海南航空,铜仁凤凰机场,宝安国际机场,TEN,SZX,20:55,20:54,22:45,22:06,到达,1h12m,TEN,SZX,深圳,铜仁,2020-03-31
G54339,华夏航空,青山机场,嘎洒国际机场,XIC,JHG,11:45,11:40,13:10,12:52,到达,1h12m,XIC,JHG,西双版纳,西昌,2020-03-31
CA1851,中国国航,首都国际机场,路桥机场,PEK,HYN,07:45,取消,10:25,取消,取消,2h40m,BJS,HYN,台州,北京,2020-03-31
ZH1851,深圳航空,首都国际机场,路桥机场,PEK,HYN,07:45,取消,10:25,取消,取消,2h40m,BJS,HYN,台州,北京,2020-03-31
HU8190,海南航空,香港国际机场,首都国际机场,HKG,PEK,07:40,09:39,10:50,12:19,到达,2h40m,HKG,BJS,北京,香港,2020-03-31
HX336,香港航空,香港国际机场,首都国际机场,HKG,PEK,07:40,09:39,10:50,12:19,到达,2h40m,HKG,BJS,北京,香港,2020-03-31
KA900,国泰港龙航空,香港国际机场,首都国际机场,HKG,PEK,08:15,08:29,11:35,11:09,到达,2h40m,HKG,BJS,北京,香港,2020-03-31
CA6510,中国国航,香港国际机场,首都国际机场,HKG,PEK,08:15,08:29,11:35,11:09,到达,2h40m,HKG,BJS,北京,香港,2020-03-31
CX5900,国泰航空,香港国际机场,首都国际机场,HKG,PEK,08:15,08:29,11:35,11:09,到达,2h40m,HKG,BJS,北京,香港,2020-03-31
CA118,中国国航,香港国际机场,首都国际机场,HKG,PEK,08:30,取消,11:40,取消,取消,3h10m,HKG,BJS,北京,香港,2020-03-31
KA1118,国泰港龙航空,香港国际机场,首都国际机场,HKG,PEK,08:30,取消,11:40,取消,取消,3h10m,HKG,BJS,北京,香港,2020-03-31
CX6118,国泰航空,香港国际机场,首都国际机场,HKG,PEK,08:30,取消,11:40,取消,取消,3h10m,HKG,BJS,北京,香港,2020-03-31
CX390,国泰航空,香港国际机场,首都国际机场,HKG,PEK,09:00,取消,12:25,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
CA6604,中国国航,香港国际机场,首都国际机场,HKG,PEK,09:00,取消,12:25,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
KA1108,国泰港龙航空,香港国际机场,首都国际机场,HKG,PEK,10:30,取消,13:55,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
CX6108,国泰航空,香港国际机场,首都国际机场,HKG,PEK,10:30,取消,13:55,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
CA108,中国国航,香港国际机场,首都国际机场,HKG,PEK,10:30,取消,13:55,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
CX332,国泰航空,香港国际机场,首都国际机场,HKG,PEK,12:00,取消,15:25,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
KA5332,国泰港龙航空,香港国际机场,首都国际机场,HKG,PEK,12:00,取消,15:25,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
CA6606,中国国航,香港国际机场,首都国际机场,HKG,PEK,12:00,取消,15:25,取消,取消,3h25m,HKG,BJS,北京,香港,2020-03-31
KA1102,国泰港龙航空,香港国际机场,首都国际机场,HKG,PEK,12:45,取消,16:20,取消,取消,3h35m,HKG,BJS,北京,香港,2020-03-31
